# Test: Resting - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 5 minutes - Time: 2020-09-12-06-59-46
# MAE: 2.15 - Noise: 4.36 - ProbabilityOfError: 0.95 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 55, 54, 2
1, 55, 54, 2
2, 54, 54, 3
3, 54, 54, 3
4, 54, 54, 3
5, 54, 54, 3
6, 54, 54, 3
7, 54, 54, 3
8, 53, 54, 3
9, 53, 54, 3
10, 53, 54, 3
11, 52, 53, 3
12, 52, 53, 3
13, 52, 53, 3
14, 51, 53, 3
15, 51, 53, 3
16, 51, 53, 3
17, 51, 52, 3
18, 51, 52, 3
19, 51, 52, 3
20, 51, 52, 3
21, 51, 52, 3
22, 51, 52, 3
23, 51, 52, 3
24, 51, 52, 3
25, 51, 52, 3
26, 51, 52, 3
27, 51, 52, 3
28, 51, 52, 3
29, 51, 52, 3
30, 52, 52, 3
31, 51, 52, 3
32, 51, 52, 3
33, 52, 52, 3
34, 52, 52, 3
35, 52, 52, 3
36, 52, 52, 3
37, 52, 52, 3
38, 52, 52, 3
39, 53, 52, 3
40, 53, 53, 3
41, 53, 53, 3
42, 53, 53, 3
43, 53, 53, 3
44, 53, 53, 3
45, 53, 53, 3
46, 53, 53, 3
47, 53, 53, 3
48, 53, 53, 3
49, 53, 53, 3
50, 53, 53, 3
51, 53, 53, 3
52, 53, 53, 3
53, 53, 53, 3
54, 53, 53, 3
55, 53, 53, 3
56, 54, 53, 3
57, 54, 53, 3
58, 54, 53, 3
59, 54, 54, 3
60, 54, 54, 3
61, 55, 54, 3
62, 54, 54, 3
63, 54, 54, 3
64, 54, 54, 3
65, 54, 55, 3
66, 54, 55, 3
67, 54, 55, 3
68, 54, 55, 3
69, 54, 54, 3
70, 54, 54, 3
71, 54, 54, 3
72, 54, 55, 3
73, 54, 54, 3
74, 54, 54, 3
75, 54, 54, 3
76, 54, 54, 3
77, 54, 54, 3
78, 54, 54, 3
79, 54, 54, 3
80, 54, 54, 3
81, 54, 54, 3
82, 54, 55, 3
83, 54, 54, 3
84, 54, 54, 3
85, 54, 54, 3
86, 54, 54, 3
87, 54, 54, 3
88, 54, 54, 3
89, 54, 54, 3
90, 54, 54, 3
