# Test: Treadmill_Interval - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-13-08-59-53
# MAE: 24.98 - Noise: 6.73 - ProbabilityOfError: 0.04 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 82, 91, 2
1, 83, 91, 2
2, 83, 93, 2
3, 83, 96, 2
4, 83, 98, 2
5, 85, 99, 2
6, 86, 100, 2
7, 86, 102, 2
8, 86, 104, 2
9, 86, 106, 2
10, 87, 107, 2
11, 86, 109, 2
12, 84, 109, 2
13, 84, 109, 2
14, 85, 109, 2
15, 85, 108, 2
16, 86, 108, 2
17, 86, 109, 2
18, 85, 109, 2
19, 84, 109, 2
20, 83, 110, 2
21, 83, 110, 2
22, 84, 111, 2
23, 84, 112, 2
24, 84, 113, 2
25, 85, 114, 2
26, 85, 114, 2
27, 85, 115, 2
28, 85, 115, 2
29, 84, 115, 2
30, 84, 115, 2
31, 84, 116, 2
32, 85, 117, 2
33, 86, 117, 2
34, 87, 118, 2
35, 87, 118, 2
36, 88, 119, 2
37, 89, 120, 2
38, 90, 121, 2
39, 91, 122, 2
40, 90, 122, 2
41, 93, 123, 2
42, 93, 123, 2
43, 96, 123, 2
44, 96, 123, 2
45, 97, 124, 2
46, 96, 124, 2
47, 96, 124, 2
