# Test: Biking - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-13-08-59-53
# MAE: 2.46 - Noise: 4.19 - ProbabilityOfError: 0.94 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 112, 106, 2
1, 113, 108, 2
2, 113, 110, 2
3, 112, 112, 2
4, 111, 114, 2
5, 112, 115, 2
6, 112, 115, 2
7, 111, 114, 2
8, 111, 111, 2
9, 110, 110, 2
10, 109, 107, 2
11, 109, 106, 2
12, 107, 106, 2
13, 107, 107, 2
14, 108, 108, 2
15, 109, 109, 2
16, 110, 110, 2
17, 109, 111, 3
18, 110, 112, 3
19, 110, 112, 2
20, 110, 111, 3
21, 109, 110, 3
22, 109, 110, 3
23, 109, 110, 3
24, 109, 110, 3
25, 110, 111, 3
26, 110, 111, 3
27, 111, 112, 3
28, 112, 113, 3
29, 112, 112, 3
30, 111, 112, 3
31, 111, 112, 3
32, 111, 111, 3
33, 111, 111, 3
34, 112, 112, 3
35, 112, 113, 3
36, 112, 114, 3
37, 112, 113, 3
38, 112, 113, 3
39, 112, 112, 3
40, 111, 111, 3
41, 111, 110, 3
42, 111, 110, 3
43, 111, 110, 3
44, 111, 111, 3
45, 111, 112, 3
46, 112, 114, 3
47, 113, 114, 3
48, 113, 115, 3
49, 112, 116, 3
50, 112, 117, 3
51, 113, 118, 3
52, 114, 119, 3
53, 116, 120, 3
54, 116, 120, 3
55, 117, 120, 3
56, 117, 120, 3
57, 118, 119, 3
58, 117, 119, 3
59, 117, 117, 3
60, 116, 116, 2
61, 116, 115, 2
62, 115, 115, 2
63, 115, 116, 2
64, 115, 117, 2
65, 115, 119, 2
66, 115, 120, 2
67, 115, 121, 2
68, 115, 121, 3
69, 115, 119, 3
70, 115, 117, 2
71, 115, 117, 2
72, 116, 117, 2
73, 117, 118, 2
74, 118, 119, 2
75, 118, 121, 2
76, 119, 122, 2
77, 120, 122, 2
78, 120, 123, 2
79, 121, 122, 2
80, 120, 121, 2
81, 120, 119, 2
82, 118, 118, 2
83, 118, 117, 2
84, 117, 117, 2
85, 116, 117, 2
86, 117, 118, 2
87, 117, 118, 2
88, 117, 119, 2
89, 117, 120, 2
90, 117, 120, 3
91, 118, 121, 3
92, 118, 121, 3
93, 120, 121, 3
94, 120, 121, 3
95, 120, 121, 3
96, 121, 121, 3
97, 121, 121, 3
98, 122, 121, 3
99, 123, 123, 3
100, 123, 124, 3
101, 124, 124, 3
102, 124, 124, 3
103, 124, 124, 3
104, 124, 124, 3
105, 124, 124, 3
106, 123, 124, 3
107, 122, 124, 3
108, 121, 123, 3
109, 122, 122, 3
110, 122, 122, 3
111, 122, 121, 3
112, 121, 121, 3
113, 121, 121, 3
114, 120, 121, 2
115, 120, 120, 2
116, 120, 119, 2
117, 120, 118, 2
118, 119, 118, 2
119, 120, 119, 2
120, 120, 120, 2
121, 120, 122, 2
122, 120, 123, 2
123, 120, 124, 2
124, 121, 126, 2
125, 120, 127, 2
126, 120, 128, 2
127, 120, 128, 2
128, 120, 128, 2
129, 122, 128, 2
