# Test: Treadmill_Interval - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-13-08-59-53
# MAE: 3.28 - Noise: 5.15 - ProbabilityOfError: 0.91 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 87, 88, 3
1, 87, 89, 2
2, 86, 90, 2
3, 86, 92, 2
4, 86, 93, 2
5, 87, 95, 2
6, 88, 98, 2
7, 88, 101, 2
8, 88, 104, 2
9, 89, 107, 2
10, 89, 109, 2
11, 90, 110, 2
12, 91, 112, 2
13, 94, 112, 2
14, 96, 111, 2
15, 96, 108, 2
16, 99, 105, 2
17, 102, 103, 2
18, 103, 103, 3
19, 105, 103, 3
20, 105, 104, 3
21, 105, 105, 3
22, 107, 107, 3
23, 107, 109, 3
24, 107, 109, 3
25, 108, 110, 3
26, 108, 110, 3
27, 107, 110, 3
28, 108, 110, 2
29, 108, 109, 2
30, 108, 109, 2
31, 109, 109, 2
32, 108, 109, 2
33, 108, 109, 2
34, 108, 108, 2
35, 109, 108, 2
36, 110, 109, 2
37, 110, 110, 3
38, 110, 110, 3
39, 110, 110, 3
40, 111, 109, 3
41, 111, 107, 3
42, 110, 105, 3
43, 110, 104, 3
44, 109, 104, 2
45, 110, 105, 2
46, 109, 107, 2
47, 110, 108, 2
48, 110, 108, 2
49, 110, 108, 2
50, 110, 109, 2
51, 111, 109, 2
52, 111, 108, 2
53, 111, 108, 2
54, 110, 108, 2
55, 110, 108, 2
56, 110, 109, 2
57, 110, 110, 2
58, 109, 111, 2
59, 109, 111, 3
60, 109, 111, 3
61, 109, 110, 3
62, 109, 108, 3
63, 110, 106, 3
64, 111, 106, 3
65, 110, 104, 2
66, 109, 103, 2
67, 110, 104, 2
68, 111, 105, 2
69, 112, 107, 2
70, 111, 108, 2
71, 111, 109, 2
72, 110, 109, 2
73, 109, 109, 2
74, 109, 108, 2
75, 109, 108, 2
76, 108, 108, 2
77, 108, 108, 2
78, 107, 108, 2
79, 107, 108, 2
80, 106, 108, 2
81, 106, 108, 2
82, 106, 106, 2
83, 105, 106, 2
84, 106, 105, 2
85, 106, 104, 2
86, 105, 104, 2
87, 105, 105, 2
88, 106, 106, 2
89, 107, 107, 2
90, 107, 108, 2
91, 107, 108, 2
92, 107, 109, 3
93, 107, 109, 3
94, 106, 109, 3
95, 107, 109, 3
96, 107, 109, 3
97, 108, 109, 3
98, 107, 109, 2
99, 108, 107, 2
100, 108, 105, 2
101, 108, 104, 2
102, 108, 102, 2
103, 109, 102, 2
104, 110, 103, 2
105, 111, 104, 2
106, 111, 106, 2
107, 110, 106, 2
