71419990579577, 3, -4.6264596, -1.3748676, 7.6649137, 
71420010232910, 3, -4.5210576, -0.984401, 7.9236274, 
71420030130358, 3, -4.3869095, -0.3160565, 7.921232, 
71420049997285, 3, -4.432424, -0.524465, 8.144013, 
71420069650619, 3, -4.403678, -0.54842, 7.8086433, 
71420089731192, 3, -4.4300284, -0.7616195, 7.5882573, 
71420109384525, 3, -4.5018935, -1.1161535, 7.475669, 
71420129495619, 3, -4.5977135, -1.209578, 7.988306, 
71420149148900, 3, -4.4923115, -1.0251245, 8.088917, 
71420169229473, 3, -4.4875207, -1.0490795, 8.376377, 
71420188882806, 3, -4.65281, -1.2694654, 8.227856, 
71420208993900, 3, -4.4396105, -0.8286935, 8.309303, 
71420228647233, 3, -4.499498, -0.9053495, 8.414705, 
71420248697285, 3, -4.5018935, -1.2167645, 8.706956, 
71420268350567, 3, -4.41326, -1.3844495, 8.960879, 
71420288461660, 3, -4.4491925, -1.185623, 9.102214, 
71420308114994, 3, -4.4108644, -0.974819, 9.080654, 
71420328195567, 3, -4.303067, -1.0203335, 8.970461, 
71420347848848, 3, -4.336604, -1.185623, 8.740493, 
71420367959942, 3, -4.31744, -1.209578, 9.037535, 
71420387613275, 3, -4.1281953, -1.199996, 9.066281, 
71420407754890, 3, -4.240784, -1.1976005, 8.900991, 
71420427408223, 3, -4.101845, -1.291025, 8.946506, 
71420447458223, 3, -4.07789, -1.17125, 8.692583, 
71420467264785, 3, -3.958115, -0.9197225, 8.584785, 
71420487742077, 3, -3.8263626, -1.190414, 8.460219, 
71420507395410, 3, -3.948533, -1.305398, 8.781217, 
71420527109785, 3, -3.943742, -1.3509125, 8.733307, 
71420546824108, 3, -3.871877, -1.2215555, 8.48657, 
71420566477442, 3, -4.0707035, -0.8526485, 8.316489, 
71420586619056, 3, -4.7318616, -1.1113625, 8.189528, 
71420606272390, 3, -4.9809933, -1.0107515, 8.498548, 
71420626322390, 3, -4.925897, -1.041893, 8.865059, 
71420645975723, 3, -5.055254, -0.2106545, 9.442374, 
71420666086817, 3, -5.0049486, 0.486436, 9.066281, 
71420685740150, 3, -4.374932, -0.5699795, 8.879432, 
71420705851244, 3, -3.962906, -1.300607, 9.174079, 
71420725504525, 3, -3.4382915, -1.8156395, 8.881827, 
71420745585098, 3, -3.0454295, -2.603759, 8.393146, 
71420765238431, 3, -3.1460404, -1.9881155, 9.61485, 
71420785105358, 3, -3.129272, -2.186942, 10.060413, 
71420804972338, 3, -2.501651, -3.5883095, 8.536876, 
71420824625619, 3, -2.3076155, -3.7080846, 6.551006, 
71420844675671, 3, -2.6094484, -3.8853514, 5.4370985, 
71420864329004, 3, -3.378404, -5.09987, 5.5233364, 
71420884562181, 3, -4.087472, -5.5478287, 4.998722, 
71420904215463, 3, -4.360559, -4.3548694, 3.1517916, 
71420924296035, 3, -5.064836, -3.988358, 1.031774, 
71420943949369, 3, -6.3703833, -5.53106, 0.5598605, 
71420963999421, 3, -7.460336, -8.285885, 2.521775, 
71420983652754, 3, -7.4962683, -8.590114, 4.6944933, 
71421003794317, 3, -7.1656895, -5.885594, 5.942549, 
71421023447650, 3, -7.9609957, -7.2677975, 6.158144, 
71421043528223, 3, -8.109516, -6.0604653, 6.872003, 
71421063181556, 3, -9.223424, -0.6274715, 5.0681915, 
71421083048483, 3, -14.9319, -3.6697564, 6.2228227, 
71421102915410, 3, -13.846739, -8.496689, 7.255283, 
71421122568744, 3, -7.939436, -5.344211, 8.012261, 
71421142649317, 3, -6.2745633, -3.2816856, 6.6013117, 
71421162302650, 3, -6.219467, -2.7498846, 5.439494, 
71421182413744, 3, -6.47339, -3.034949, 4.735217, 
71421202067025, 3, -7.5777154, -2.575013, 3.8512776, 
71421222239160, 3, -8.05442, -3.2481484, 3.2044926, 
71421241892494, 3, -7.6783266, -4.1488566, 3.59975, 
71421261973067, 3, -7.560947, -3.576332, 4.4788985, 
71421281626348, 3, -7.33577, -2.5438714, 4.577114, 
71421301706921, 3, -6.9021845, -2.8169584, 3.5829816, 
71421321360254, 3, -7.249532, -4.0626187, 2.890682, 
71421341227181, 3, -7.7358184, -4.730963, 2.814026, 
71421361094160, 3, -8.052025, -4.208744, 3.9997985, 
71421380747442, 3, -8.248455, -3.432602, 5.305346, 
71421400889056, 3, -7.8795485, -2.65646, 4.926857, 
71421420542390, 3, -8.059211, -3.9476345, 4.4549437, 
71421440622963, 3, -8.792234, -4.941767, 4.8765516, 
71421460329785, 3, -9.005433, -4.5608826, 5.1352654, 
71421480318796, 3, -9.189887, -4.769291, 4.658561, 
71421500277285, 3, -8.480819, -3.3008494, 4.9436255, 
71421520144213, 3, -7.3477473, -2.967875, 4.313609, 
71421539797546, 3, -7.762169, -4.2686315, 3.9950075, 
71421560000150, 3, -8.430513, -4.199162, 4.5651364, 
71421579653483, 3, -8.085562, -3.9620075, 5.0106993, 
71421599520410, 3, -7.4771047, -4.2877955, 5.0825644, 
71421619387390, 3, -6.9453034, -4.5129724, 4.5699277, 
71421639040723, 3, -7.0075865, -4.8291783, 5.056214, 
71421659090723, 3, -7.124966, -5.6292753, 5.482613, 
71422234926921, 3, -6.674612, -3.2146115, 5.8922434, 
71422255190619, 3, -6.0350137, -3.480512, 5.7245584, 
