heart_rate,heart_rate_max,heart_rate_min,start_time,end_time
94,99,89,2021-12-03 14:55:00,2021-12-03 14:55:59
85,90,83,2021-12-03 14:56:00,2021-12-03 14:56:59
80,86,75,2021-12-03 14:57:00,2021-12-03 14:57:59
78,88,73,2021-12-03 14:58:00,2021-12-03 14:58:59
94,101,88,2021-12-03 14:59:00,2021-12-03 14:59:59
86,90,81,2021-12-03 15:00:00,2021-12-03 15:00:59
82,89,78,2021-12-03 15:01:00,2021-12-03 15:01:59
90,99,87,2021-12-03 15:02:00,2021-12-03 15:02:59
90,92,88,2021-12-03 15:03:00,2021-12-03 15:03:59
89,95,84,2021-12-03 15:04:00,2021-12-03 15:04:59
86,89,85,2021-12-03 15:05:00,2021-12-03 15:05:59
90,99,82,2021-12-03 15:06:00,2021-12-03 15:06:59
82,85,80,2021-12-03 15:07:00,2021-12-03 15:07:59
82,86,78,2021-12-03 15:08:00,2021-12-03 15:08:59
78,82,75,2021-12-03 15:09:00,2021-12-03 15:09:59
77,79,75,2021-12-03 15:10:00,2021-12-03 15:10:59
79,82,77,2021-12-03 15:11:00,2021-12-03 15:11:59
77,82,75,2021-12-03 15:12:00,2021-12-03 15:12:59
78,82,75,2021-12-03 15:13:00,2021-12-03 15:13:59
81,84,79,2021-12-03 15:14:00,2021-12-03 15:14:59
83,85,82,2021-12-03 15:15:00,2021-12-03 15:15:59
83,86,80,2021-12-03 15:16:00,2021-12-03 15:16:59
77,79,76,2021-12-03 15:17:00,2021-12-03 15:17:59
82,88,78,2021-12-03 15:18:00,2021-12-03 15:18:59
84,87,82,2021-12-03 15:19:00,2021-12-03 15:19:59
79,85,77,2021-12-03 15:20:00,2021-12-03 15:20:59
77,81,73,2021-12-03 15:21:00,2021-12-03 15:21:59
72,77,68,2021-12-03 15:22:00,2021-12-03 15:22:59
72,75,70,2021-12-03 15:23:00,2021-12-03 15:23:59
73,81,68,2021-12-03 15:24:00,2021-12-03 15:24:59
80,84,76,2021-12-03 15:25:00,2021-12-03 15:25:59
80,83,77,2021-12-03 15:26:00,2021-12-03 15:26:59
80,85,78,2021-12-03 15:27:00,2021-12-03 15:27:59
79,82,76,2021-12-03 15:28:00,2021-12-03 15:28:59
75,77,75,2021-12-03 15:29:00,2021-12-03 15:29:59
80,84,77,2021-12-03 15:30:00,2021-12-03 15:30:59
79,83,76,2021-12-03 15:31:00,2021-12-03 15:31:59
78,82,76,2021-12-03 15:32:00,2021-12-03 15:32:59
79,82,76,2021-12-03 15:33:00,2021-12-03 15:33:59
80,84,77,2021-12-03 15:34:00,2021-12-03 15:34:59
88,92,82,2021-12-03 15:35:00,2021-12-03 15:35:59
81,88,79,2021-12-03 15:36:00,2021-12-03 15:36:59
79,82,78,2021-12-03 15:37:00,2021-12-03 15:37:59
81,84,79,2021-12-03 15:38:00,2021-12-03 15:38:59
83,87,80,2021-12-03 15:39:00,2021-12-03 15:39:59
89,94,83,2021-12-03 15:40:00,2021-12-03 15:40:59
84,91,81,2021-12-03 15:41:00,2021-12-03 15:41:59
85,90,82,2021-12-03 15:42:00,2021-12-03 15:42:59
82,86,80,2021-12-03 15:43:00,2021-12-03 15:43:59
81,86,78,2021-12-03 15:44:00,2021-12-03 15:44:59
84,89,81,2021-12-03 15:45:00,2021-12-03 15:45:59
85,89,84,2021-12-03 15:46:00,2021-12-03 15:46:59
82,87,79,2021-12-03 15:47:00,2021-12-03 15:47:59
81,84,78,2021-12-03 15:48:00,2021-12-03 15:48:59
80,84,77,2021-12-03 15:49:00,2021-12-03 15:49:59
84,88,78,2021-12-03 15:50:00,2021-12-03 15:50:59
86,89,84,2021-12-03 15:51:00,2021-12-03 15:51:59
84,88,82,2021-12-03 15:52:00,2021-12-03 15:52:59
83,86,79,2021-12-03 15:53:00,2021-12-03 15:53:59
83,87,81,2021-12-03 15:54:00,2021-12-03 15:54:59
80,84,78,2021-12-03 15:55:00,2021-12-03 15:55:59
79,86,75,2021-12-03 15:56:00,2021-12-03 15:56:59
90,100,83,2021-12-03 15:57:00,2021-12-03 15:57:59
88,96,85,2021-12-03 15:58:00,2021-12-03 15:58:59
86,89,83,2021-12-03 15:59:00,2021-12-03 15:59:59
86,89,83,2021-12-03 16:00:00,2021-12-03 16:00:59
90,96,86,2021-12-03 16:01:00,2021-12-03 16:01:59
98,107,91,2021-12-03 16:02:00,2021-12-03 16:02:59
90,95,89,2021-12-03 16:03:00,2021-12-03 16:03:59
92,96,89,2021-12-03 16:04:00,2021-12-03 16:04:59
87,91,85,2021-12-03 16:05:00,2021-12-03 16:05:59
85,88,80,2021-12-03 16:06:00,2021-12-03 16:06:59
80,85,76,2021-12-03 16:07:00,2021-12-03 16:07:59
80,85,76,2021-12-03 16:08:00,2021-12-03 16:08:59
88,92,84,2021-12-03 16:09:00,2021-12-03 16:09:59
86,89,82,2021-12-03 16:10:00,2021-12-03 16:10:59
78,83,76,2021-12-03 16:11:00,2021-12-03 16:11:59
78,81,76,2021-12-03 16:12:00,2021-12-03 16:12:59
77,81,75,2021-12-03 16:13:00,2021-12-03 16:13:59
78,80,76,2021-12-03 16:14:00,2021-12-03 16:14:59
75,79,71,2021-12-03 16:15:00,2021-12-03 16:15:59
72,77,70,2021-12-03 16:16:00,2021-12-03 16:16:59
78,82,73,2021-12-03 16:17:00,2021-12-03 16:17:59
72,75,71,2021-12-03 16:18:00,2021-12-03 16:18:59
74,77,71,2021-12-03 16:19:00,2021-12-03 16:19:59
77,82,72,2021-12-03 16:20:00,2021-12-03 16:20:59
81,84,78,2021-12-03 16:21:00,2021-12-03 16:21:59
75,77,74,2021-12-03 16:22:00,2021-12-03 16:22:59
72,77,70,2021-12-03 16:23:00,2021-12-03 16:23:59
76,80,72,2021-12-03 16:24:00,2021-12-03 16:24:59
78,80,77,2021-12-03 16:25:00,2021-12-03 16:25:59
77,79,76,2021-12-03 16:26:00,2021-12-03 16:26:59
76,79,73,2021-12-03 16:27:00,2021-12-03 16:27:59
78,81,75,2021-12-03 16:28:00,2021-12-03 16:28:59
77,80,76,2021-12-03 16:29:00,2021-12-03 16:29:59
79,81,78,2021-12-03 16:30:00,2021-12-03 16:30:59
80,83,79,2021-12-03 16:31:00,2021-12-03 16:31:59
81,84,79,2021-12-03 16:32:00,2021-12-03 16:32:59
80,84,77,2021-12-03 16:33:00,2021-12-03 16:33:59
79,81,77,2021-12-03 16:34:00,2021-12-03 16:34:59
78,80,77,2021-12-03 16:35:00,2021-12-03 16:35:59
81,85,77,2021-12-03 16:36:00,2021-12-03 16:36:59
76,82,73,2021-12-03 16:37:00,2021-12-03 16:37:59
79,81,77,2021-12-03 16:38:00,2021-12-03 16:38:59
76,79,75,2021-12-03 16:39:00,2021-12-03 16:39:59
80,84,76,2021-12-03 16:40:00,2021-12-03 16:40:59
77,82,76,2021-12-03 16:41:00,2021-12-03 16:41:59
79,82,75,2021-12-03 16:42:00,2021-12-03 16:42:59
80,85,74,2021-12-03 16:43:00,2021-12-03 16:43:59
78,81,76,2021-12-03 16:44:00,2021-12-03 16:44:59
80,87,76,2021-12-03 16:45:00,2021-12-03 16:45:59
79,82,76,2021-12-03 16:46:00,2021-12-03 16:46:59
79,84,77,2021-12-03 16:47:00,2021-12-03 16:47:59
76,79,74,2021-12-03 16:48:00,2021-12-03 16:48:59
76,79,73,2021-12-03 16:49:00,2021-12-03 16:49:59
78,84,75,2021-12-03 16:50:00,2021-12-03 16:50:59
83,86,80,2021-12-03 16:51:00,2021-12-03 16:51:59
81,83,80,2021-12-03 16:52:00,2021-12-03 16:52:59
79,83,77,2021-12-03 16:53:00,2021-12-03 16:53:59
79,84,77,2021-12-03 16:54:00,2021-12-03 16:54:59
81,87,78,2021-12-03 16:55:00,2021-12-03 16:55:59
80,84,77,2021-12-03 16:56:00,2021-12-03 16:56:59
75,80,72,2021-12-03 16:57:00,2021-12-03 16:57:59
75,81,73,2021-12-03 16:58:00,2021-12-03 16:58:59
75,79,71,2021-12-03 16:59:00,2021-12-03 16:59:59
79,82,77,2021-12-03 17:00:00,2021-12-03 17:00:59
79,83,78,2021-12-03 17:01:00,2021-12-03 17:01:59
78,83,75,2021-12-03 17:02:00,2021-12-03 17:02:59
81,86,79,2021-12-03 17:03:00,2021-12-03 17:03:59
84,86,82,2021-12-03 17:04:00,2021-12-03 17:04:59
82,85,79,2021-12-03 17:05:00,2021-12-03 17:05:59
82,90,78,2021-12-03 17:06:00,2021-12-03 17:06:59
93,96,91,2021-12-03 17:07:00,2021-12-03 17:07:59
91,98,88,2021-12-03 17:08:00,2021-12-03 17:08:59
99,109,89,2021-12-03 17:09:00,2021-12-03 17:09:59
99,104,95,2021-12-03 17:10:00,2021-12-03 17:10:59
92,96,87,2021-12-03 17:11:00,2021-12-03 17:11:59
92,96,90,2021-12-03 17:12:00,2021-12-03 17:12:59
91,94,86,2021-12-03 17:13:00,2021-12-03 17:13:59
93,99,86,2021-12-03 17:14:00,2021-12-03 17:14:59
94,100,85,2021-12-03 17:15:00,2021-12-03 17:15:59
83,91,80,2021-12-03 17:16:00,2021-12-03 17:16:59
91,93,89,2021-12-03 17:17:00,2021-12-03 17:17:59
90,93,87,2021-12-03 17:18:00,2021-12-03 17:18:59
89,92,86,2021-12-03 17:19:00,2021-12-03 17:19:59
89,91,88,2021-12-03 17:20:00,2021-12-03 17:20:59
89,91,86,2021-12-03 17:21:00,2021-12-03 17:21:59
93,100,87,2021-12-03 17:22:00,2021-12-03 17:22:59
98,103,94,2021-12-03 17:23:00,2021-12-03 17:23:59
90,94,86,2021-12-03 17:24:00,2021-12-03 17:24:59
86,89,84,2021-12-03 17:25:00,2021-12-03 17:25:59
93,98,87,2021-12-03 17:26:00,2021-12-03 17:26:59
90,92,89,2021-12-03 17:27:00,2021-12-03 17:27:59
89,91,87,2021-12-03 17:28:00,2021-12-03 17:28:59
87,89,86,2021-12-03 17:29:00,2021-12-03 17:29:59
89,92,87,2021-12-03 17:30:00,2021-12-03 17:30:59
86,90,79,2021-12-03 17:31:00,2021-12-03 17:31:59
86,92,83,2021-12-03 17:32:00,2021-12-03 17:32:59
89,91,86,2021-12-03 17:33:00,2021-12-03 17:33:59
89,93,85,2021-12-03 17:34:00,2021-12-03 17:34:59
88,93,85,2021-12-03 17:35:00,2021-12-03 17:35:59
89,92,87,2021-12-03 17:36:00,2021-12-03 17:36:59
94,98,92,2021-12-03 17:37:00,2021-12-03 17:37:59
91,101,87,2021-12-03 17:38:00,2021-12-03 17:38:59
95,99,92,2021-12-03 17:39:00,2021-12-03 17:39:59
110,121,94,2021-12-03 17:40:00,2021-12-03 17:40:59
101,110,93,2021-12-03 17:41:00,2021-12-03 17:41:59
91,93,89,2021-12-03 17:42:00,2021-12-03 17:42:59
92,98,89,2021-12-03 17:43:00,2021-12-03 17:43:59
97,99,97,2021-12-03 17:44:00,2021-12-03 17:44:59
94,100,91,2021-12-03 17:45:00,2021-12-03 17:45:59
134,136,129,2021-12-03 17:46:00,2021-12-03 17:46:59
134,143,128,2021-12-03 17:47:00,2021-12-03 17:47:59
130,135,127,2021-12-03 17:48:00,2021-12-03 17:48:59
131,136,124,2021-12-03 17:49:00,2021-12-03 17:49:59
123,126,121,2021-12-03 17:50:00,2021-12-03 17:50:59
133,134,132,2021-12-03 17:51:00,2021-12-03 17:51:59
133,140,128,2021-12-03 17:52:00,2021-12-03 17:52:59
137,145,129,2021-12-03 17:53:00,2021-12-03 17:53:59
137,145,133,2021-12-03 17:54:00,2021-12-03 17:54:59
148,154,142,2021-12-03 17:55:00,2021-12-03 17:55:59
153,160,148,2021-12-03 17:56:00,2021-12-03 17:56:59
150,167,132,2021-12-03 17:57:00,2021-12-03 17:57:59
129,135,124,2021-12-03 17:58:00,2021-12-03 17:58:59
121,124,119,2021-12-03 17:59:00,2021-12-03 17:59:59
121,123,118,2021-12-03 18:00:00,2021-12-03 18:00:59
117,121,116,2021-12-03 18:01:00,2021-12-03 18:01:59
118,121,116,2021-12-03 18:02:00,2021-12-03 18:02:59
121,126,119,2021-12-03 18:03:00,2021-12-03 18:03:59
126,129,125,2021-12-03 18:04:00,2021-12-03 18:04:59
125,130,122,2021-12-03 18:05:00,2021-12-03 18:05:59
120,125,115,2021-12-03 18:06:00,2021-12-03 18:06:59
112,116,110,2021-12-03 18:07:00,2021-12-03 18:07:59
106,110,103,2021-12-03 18:08:00,2021-12-03 18:08:59
93,102,88,2021-12-03 18:09:00,2021-12-03 18:09:59
86,88,85,2021-12-03 18:10:00,2021-12-03 18:10:59
89,94,85,2021-12-03 18:11:00,2021-12-03 18:11:59
92,95,87,2021-12-03 18:12:00,2021-12-03 18:12:59
92,98,88,2021-12-03 18:13:00,2021-12-03 18:13:59
99,103,95,2021-12-03 18:14:00,2021-12-03 18:14:59
93,98,89,2021-12-03 18:15:00,2021-12-03 18:15:59
93,97,89,2021-12-03 18:16:00,2021-12-03 18:16:59
92,95,89,2021-12-03 18:17:00,2021-12-03 18:17:59
97,99,97,2021-12-03 18:18:00,2021-12-03 18:18:59
95,100,92,2021-12-03 18:19:00,2021-12-03 18:19:59
96,99,94,2021-12-03 18:20:00,2021-12-03 18:20:59
93,97,88,2021-12-03 18:21:00,2021-12-03 18:21:59
94,99,90,2021-12-03 18:22:00,2021-12-03 18:22:59
96,98,94,2021-12-03 18:23:00,2021-12-03 18:23:59
95,98,93,2021-12-03 18:24:00,2021-12-03 18:24:59
92,97,90,2021-12-03 18:25:00,2021-12-03 18:25:59
97,103,93,2021-12-03 18:26:00,2021-12-03 18:26:59
99,103,96,2021-12-03 18:27:00,2021-12-03 18:27:59
98,105,93,2021-12-03 18:28:00,2021-12-03 18:28:59
102,105,98,2021-12-03 18:29:00,2021-12-03 18:29:59
98,103,95,2021-12-03 18:30:00,2021-12-03 18:30:59
87,89,86,2021-12-03 18:31:00,2021-12-03 18:31:59
88,91,85,2021-12-03 18:32:00,2021-12-03 18:32:59
94,97,91,2021-12-03 18:33:00,2021-12-03 18:33:59
95,98,92,2021-12-03 18:34:00,2021-12-03 18:34:59
94,97,93,2021-12-03 18:35:00,2021-12-03 18:35:59
91,95,88,2021-12-03 18:36:00,2021-12-03 18:36:59
91,94,88,2021-12-03 18:37:00,2021-12-03 18:37:59
95,100,92,2021-12-03 18:38:00,2021-12-03 18:38:59
89,92,87,2021-12-03 18:39:00,2021-12-03 18:39:59
89,92,84,2021-12-03 18:40:00,2021-12-03 18:40:59
90,96,87,2021-12-03 18:41:00,2021-12-03 18:41:59
90,93,89,2021-12-03 18:42:00,2021-12-03 18:42:59
85,90,80,2021-12-03 18:43:00,2021-12-03 18:43:59
87,93,80,2021-12-03 18:44:00,2021-12-03 18:44:59
94,102,87,2021-12-03 18:45:00,2021-12-03 18:45:59
103,107,98,2021-12-03 18:46:00,2021-12-03 18:46:59
97,101,94,2021-12-03 18:47:00,2021-12-03 18:47:59
93,100,88,2021-12-03 18:48:00,2021-12-03 18:48:59
88,99,82,2021-12-03 18:49:00,2021-12-03 18:49:59
100,105,95,2021-12-03 18:50:00,2021-12-03 18:50:59
118,134,100,2021-12-03 18:51:00,2021-12-03 18:51:59
129,134,126,2021-12-03 18:52:00,2021-12-03 18:52:59
126,133,119,2021-12-03 18:53:00,2021-12-03 18:53:59
102,104,100,2021-12-03 18:55:00,2021-12-03 18:55:59
98,103,92,2021-12-03 18:56:00,2021-12-03 18:56:59
95,102,89,2021-12-03 18:57:00,2021-12-03 18:57:59
88,93,83,2021-12-03 18:58:00,2021-12-03 18:58:59
94,98,92,2021-12-03 18:59:00,2021-12-03 18:59:59
105,109,99,2021-12-03 19:00:00,2021-12-03 19:00:59
100,107,96,2021-12-03 19:01:00,2021-12-03 19:01:59
93,98,90,2021-12-03 19:02:00,2021-12-03 19:02:59
93,96,90,2021-12-03 19:03:00,2021-12-03 19:03:59
95,100,92,2021-12-03 19:04:00,2021-12-03 19:04:59
95,99,92,2021-12-03 19:05:00,2021-12-03 19:05:59
92,95,90,2021-12-03 19:06:00,2021-12-03 19:06:59
92,96,90,2021-12-03 19:07:00,2021-12-03 19:07:59
94,97,92,2021-12-03 19:08:00,2021-12-03 19:08:59
96,99,93,2021-12-03 19:09:00,2021-12-03 19:09:59
98,102,93,2021-12-03 19:10:00,2021-12-03 19:10:59
94,99,91,2021-12-03 19:11:00,2021-12-03 19:11:59
90,94,87,2021-12-03 19:12:00,2021-12-03 19:12:59
90,95,88,2021-12-03 19:13:00,2021-12-03 19:13:59
93,97,89,2021-12-03 19:14:00,2021-12-03 19:14:59
88,92,86,2021-12-03 19:15:00,2021-12-03 19:15:59
88,91,85,2021-12-03 19:16:00,2021-12-03 19:16:59
98,99,96,2021-12-03 19:17:00,2021-12-03 19:17:59
94,100,88,2021-12-03 19:18:00,2021-12-03 19:18:59
88,91,85,2021-12-03 19:19:00,2021-12-03 19:19:59
83,86,81,2021-12-03 19:20:00,2021-12-03 19:20:59
85,97,79,2021-12-03 19:21:00,2021-12-03 19:21:59
105,112,96,2021-12-03 19:22:00,2021-12-03 19:22:59
111,114,107,2021-12-03 19:23:00,2021-12-03 19:23:59
112,113,111,2021-12-03 19:24:00,2021-12-03 19:24:59
107,112,100,2021-12-03 19:25:00,2021-12-03 19:25:59
93,99,89,2021-12-03 19:26:00,2021-12-03 19:26:59
97,116,88,2021-12-03 19:27:00,2021-12-03 19:27:59
109,115,103,2021-12-03 19:28:00,2021-12-03 19:28:59
102,110,96,2021-12-03 19:29:00,2021-12-03 19:29:59
91,97,85,2021-12-03 19:30:00,2021-12-03 19:30:59
91,95,87,2021-12-03 19:31:00,2021-12-03 19:31:59
94,97,92,2021-12-03 19:32:00,2021-12-03 19:32:59
92,94,91,2021-12-03 19:33:00,2021-12-03 19:33:59
90,93,88,2021-12-03 19:34:00,2021-12-03 19:34:59
94,102,90,2021-12-03 19:35:00,2021-12-03 19:35:59
101,106,97,2021-12-03 19:36:00,2021-12-03 19:36:59
100,104,97,2021-12-03 19:37:00,2021-12-03 19:37:59
96,100,94,2021-12-03 19:38:00,2021-12-03 19:38:59
97,99,96,2021-12-03 19:39:00,2021-12-03 19:39:59
95,99,92,2021-12-03 19:40:00,2021-12-03 19:40:59
92,94,90,2021-12-03 19:41:00,2021-12-03 19:41:59
90,97,87,2021-12-03 19:42:00,2021-12-03 19:42:59
99,105,93,2021-12-03 19:43:00,2021-12-03 19:43:59
100,106,97,2021-12-03 19:44:00,2021-12-03 19:44:59
92,98,89,2021-12-03 19:45:00,2021-12-03 19:45:59
103,106,101,2021-12-03 19:46:00,2021-12-03 19:46:59
112,118,105,2021-12-03 19:47:00,2021-12-03 19:47:59
100,113,93,2021-12-03 19:48:00,2021-12-03 19:48:59
93,95,90,2021-12-03 19:49:00,2021-12-03 19:49:59
94,97,92,2021-12-03 19:50:00,2021-12-03 19:50:59
89,93,86,2021-12-03 19:51:00,2021-12-03 19:51:59
90,104,86,2021-12-03 19:52:00,2021-12-03 19:52:59
104,109,95,2021-12-03 19:53:00,2021-12-03 19:53:59
95,101,89,2021-12-03 19:54:00,2021-12-03 19:54:59
86,90,84,2021-12-03 19:55:00,2021-12-03 19:55:59
89,92,87,2021-12-03 19:56:00,2021-12-03 19:56:59
87,91,81,2021-12-03 19:57:00,2021-12-03 19:57:59
83,92,78,2021-12-03 19:58:00,2021-12-03 19:58:59
90,93,87,2021-12-03 19:59:00,2021-12-03 19:59:59
86,90,85,2021-12-03 20:00:00,2021-12-03 20:00:59
90,94,86,2021-12-03 20:01:00,2021-12-03 20:01:59
91,96,86,2021-12-03 20:02:00,2021-12-03 20:02:59
93,97,91,2021-12-03 20:03:00,2021-12-03 20:03:59
90,94,87,2021-12-03 20:04:00,2021-12-03 20:04:59
91,95,87,2021-12-03 20:05:00,2021-12-03 20:05:59
95,98,92,2021-12-03 20:06:00,2021-12-03 20:06:59
102,105,98,2021-12-03 20:07:00,2021-12-03 20:07:59
97,102,94,2021-12-03 20:08:00,2021-12-03 20:08:59
99,101,97,2021-12-03 20:09:00,2021-12-03 20:09:59
113,121,100,2021-12-03 20:10:00,2021-12-03 20:10:59
103,114,96,2021-12-03 20:11:00,2021-12-03 20:11:59
109,115,97,2021-12-03 20:12:00,2021-12-03 20:12:59
103,113,94,2021-12-03 20:13:00,2021-12-03 20:13:59
91,95,87,2021-12-03 20:14:00,2021-12-03 20:14:59
89,91,87,2021-12-03 20:15:00,2021-12-03 20:15:59
89,92,86,2021-12-03 20:16:00,2021-12-03 20:16:59
86,88,84,2021-12-03 20:17:00,2021-12-03 20:17:59
84,87,82,2021-12-03 20:18:00,2021-12-03 20:18:59
84,89,82,2021-12-03 20:19:00,2021-12-03 20:19:59
88,93,84,2021-12-03 20:20:00,2021-12-03 20:20:59
91,93,89,2021-12-03 20:21:00,2021-12-03 20:21:59
92,96,90,2021-12-03 20:22:00,2021-12-03 20:22:59
94,98,88,2021-12-03 20:23:00,2021-12-03 20:23:59
93,99,91,2021-12-03 20:24:00,2021-12-03 20:24:59
95,100,93,2021-12-03 20:25:00,2021-12-03 20:25:59
96,101,93,2021-12-03 20:26:00,2021-12-03 20:26:59
94,98,88,2021-12-03 20:27:00,2021-12-03 20:27:59
98,105,94,2021-12-03 20:28:00,2021-12-03 20:28:59
93,102,90,2021-12-03 20:29:00,2021-12-03 20:29:59
98,102,94,2021-12-03 20:30:00,2021-12-03 20:30:59
101,106,97,2021-12-03 20:31:00,2021-12-03 20:31:59
95,100,90,2021-12-03 20:32:00,2021-12-03 20:32:59
87,91,84,2021-12-03 20:33:00,2021-12-03 20:33:59
88,92,84,2021-12-03 20:34:00,2021-12-03 20:34:59
86,92,80,2021-12-03 20:35:00,2021-12-03 20:35:59
82,85,80,2021-12-03 20:36:00,2021-12-03 20:36:59
82,83,82,2021-12-03 20:37:00,2021-12-03 20:37:59
87,92,83,2021-12-03 20:38:00,2021-12-03 20:38:59
87,91,85,2021-12-03 20:39:00,2021-12-03 20:39:59
96,102,91,2021-12-03 20:40:00,2021-12-03 20:40:59
95,99,92,2021-12-03 20:41:00,2021-12-03 20:41:59
88,93,84,2021-12-03 20:42:00,2021-12-03 20:42:59
91,96,85,2021-12-03 20:43:00,2021-12-03 20:43:59
95,100,89,2021-12-03 20:44:00,2021-12-03 20:44:59
92,97,88,2021-12-03 20:45:00,2021-12-03 20:45:59
89,95,87,2021-12-03 20:46:00,2021-12-03 20:46:59
99,102,98,2021-12-03 20:47:00,2021-12-03 20:47:59
91,98,90,2021-12-03 20:48:00,2021-12-03 20:48:59
90,94,89,2021-12-03 20:49:00,2021-12-03 20:49:59
98,101,93,2021-12-03 20:50:00,2021-12-03 20:50:59
97,103,92,2021-12-03 20:51:00,2021-12-03 20:51:59
104,110,97,2021-12-03 20:52:00,2021-12-03 20:52:59
90,98,84,2021-12-03 20:53:00,2021-12-03 20:53:59
84,89,82,2021-12-03 20:54:00,2021-12-03 20:54:59
90,93,89,2021-12-03 20:55:00,2021-12-03 20:55:59
91,94,89,2021-12-03 20:56:00,2021-12-03 20:56:59
88,94,84,2021-12-03 20:57:00,2021-12-03 20:57:59
91,98,89,2021-12-03 20:58:00,2021-12-03 20:58:59
96,108,89,2021-12-03 20:59:00,2021-12-03 20:59:59
99,102,94,2021-12-03 21:00:00,2021-12-03 21:00:59
94,97,92,2021-12-03 21:01:00,2021-12-03 21:01:59
90,92,88,2021-12-03 21:02:00,2021-12-03 21:02:59
88,92,84,2021-12-03 21:03:00,2021-12-03 21:03:59
94,100,89,2021-12-03 21:04:00,2021-12-03 21:04:59
94,102,89,2021-12-03 21:05:00,2021-12-03 21:05:59
95,103,92,2021-12-03 21:06:00,2021-12-03 21:06:59
93,97,89,2021-12-03 21:07:00,2021-12-03 21:07:59
84,90,80,2021-12-03 21:08:00,2021-12-03 21:08:59
90,101,83,2021-12-03 21:09:00,2021-12-03 21:09:59
96,103,91,2021-12-03 21:10:00,2021-12-03 21:10:59
89,91,88,2021-12-03 21:11:00,2021-12-03 21:11:59
89,91,87,2021-12-03 21:12:00,2021-12-03 21:12:59
94,111,82,2021-12-03 21:13:00,2021-12-03 21:13:59
107,111,105,2021-12-03 21:14:00,2021-12-03 21:14:59
108,114,100,2021-12-03 21:15:00,2021-12-03 21:15:59
99,104,94,2021-12-03 21:16:00,2021-12-03 21:16:59
98,104,89,2021-12-03 21:17:00,2021-12-03 21:17:59
92,98,88,2021-12-03 21:18:00,2021-12-03 21:18:59
89,94,86,2021-12-03 21:19:00,2021-12-03 21:19:59
89,91,87,2021-12-03 21:20:00,2021-12-03 21:20:59
90,95,87,2021-12-03 21:21:00,2021-12-03 21:21:59
98,101,96,2021-12-03 21:22:00,2021-12-03 21:22:59
109,124,99,2021-12-03 21:23:00,2021-12-03 21:23:59
112,122,100,2021-12-03 21:24:00,2021-12-03 21:24:59
106,114,99,2021-12-03 21:25:00,2021-12-03 21:25:59
112,116,107,2021-12-03 21:26:00,2021-12-03 21:26:59
97,107,91,2021-12-03 21:27:00,2021-12-03 21:27:59
93,95,90,2021-12-03 21:28:00,2021-12-03 21:28:59
94,100,91,2021-12-03 21:29:00,2021-12-03 21:29:59
95,102,90,2021-12-03 21:30:00,2021-12-03 21:30:59
91,94,90,2021-12-03 21:31:00,2021-12-03 21:31:59
92,96,89,2021-12-03 21:32:00,2021-12-03 21:32:59
91,95,89,2021-12-03 21:33:00,2021-12-03 21:33:59
90,94,87,2021-12-03 21:34:00,2021-12-03 21:34:59
88,92,86,2021-12-03 21:35:00,2021-12-03 21:35:59
90,93,88,2021-12-03 21:36:00,2021-12-03 21:36:59
89,92,86,2021-12-03 21:37:00,2021-12-03 21:37:59
87,90,86,2021-12-03 21:38:00,2021-12-03 21:38:59
87,91,84,2021-12-03 21:39:00,2021-12-03 21:39:59
86,90,83,2021-12-03 21:40:00,2021-12-03 21:40:59
87,94,82,2021-12-03 21:41:00,2021-12-03 21:41:59
91,93,89,2021-12-03 21:42:00,2021-12-03 21:42:59
91,93,90,2021-12-03 21:43:00,2021-12-03 21:43:59
91,97,87,2021-12-03 21:44:00,2021-12-03 21:44:59
95,99,92,2021-12-03 21:45:00,2021-12-03 21:45:59
94,97,92,2021-12-03 21:46:00,2021-12-03 21:46:59
89,92,88,2021-12-03 21:47:00,2021-12-03 21:47:59
87,92,83,2021-12-03 21:48:00,2021-12-03 21:48:59
82,87,80,2021-12-03 21:49:00,2021-12-03 21:49:59
92,96,88,2021-12-03 21:50:00,2021-12-03 21:50:59
89,91,87,2021-12-03 21:51:00,2021-12-03 21:51:59
88,92,83,2021-12-03 21:52:00,2021-12-03 21:52:59
88,93,82,2021-12-03 21:53:00,2021-12-03 21:53:59
83,85,82,2021-12-03 21:54:00,2021-12-03 21:54:59
79,83,76,2021-12-03 21:55:00,2021-12-03 21:55:59
80,83,77,2021-12-03 21:56:00,2021-12-03 21:56:59
81,84,77,2021-12-03 21:57:00,2021-12-03 21:57:59
86,89,83,2021-12-03 21:58:00,2021-12-03 21:58:59
90,94,87,2021-12-03 21:59:00,2021-12-03 21:59:59
90,94,87,2021-12-03 22:00:00,2021-12-03 22:00:59
89,92,87,2021-12-03 22:01:00,2021-12-03 22:01:59
87,91,81,2021-12-03 22:02:00,2021-12-03 22:02:59
80,82,79,2021-12-03 22:03:00,2021-12-03 22:03:59
85,90,80,2021-12-03 22:04:00,2021-12-03 22:04:59
101,119,87,2021-12-03 22:05:00,2021-12-03 22:05:59
111,121,98,2021-12-03 22:06:00,2021-12-03 22:06:59
102,125,92,2021-12-03 22:07:00,2021-12-03 22:07:59
118,121,117,2021-12-03 22:08:00,2021-12-03 22:08:59
117,121,110,2021-12-03 22:09:00,2021-12-03 22:09:59
116,122,111,2021-12-03 22:10:00,2021-12-03 22:10:59
114,119,110,2021-12-03 22:12:00,2021-12-03 22:12:59
