com.samsung.shealth.tracker.pedometer_recommendation,1144003,4
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1638103197995,28.11.2021 à 13:39:57,com.sec.android.app.shealth,3600000,475101d1-d10c-328e-892a-b03015a5cee9,28.11.2021 à 13:39:57,6000,3hCrv0rpUB,

