com.samsung.shealth.stand_day_summary,1144003,1
stand_time,update_time,pkg_name,day_time,datauuid,create_time,deviceuuid
393216,28.11.2021 à 18:45:54,com.sec.android.app.shealth,1638057600000,f304b52d-4f8b-523b-d5ce-c7ff6fb603a4,28.11.2021 à 13:39:54,3hCrv0rpUB,

