speed,count,start_time,calorie,end_time,distance
0.656052,10,2021-12-04 14:44:00,0.563920,2021-12-04 14:45:00,9.400000
0.705135,26,2021-12-04 16:12:00,1.214382,2021-12-04 16:13:00,20.986732
1.619098,8,2021-12-04 16:14:00,0.357895,2021-12-04 16:15:00,8.554402
0.492680,19,2021-12-04 16:15:00,0.944202,2021-12-04 16:16:00,13.640000
1.281178,29,2021-12-04 16:23:00,1.030142,2021-12-04 16:24:00,22.338440
0.213526,15,2021-12-04 16:24:00,1.035917,2021-12-04 16:25:00,8.721560
0.660769,22,2021-12-04 17:12:00,0.889533,2021-12-04 17:13:00,14.950000
1.078857,18,2021-12-04 19:18:00,0.486191,2021-12-04 19:19:00,10.620000
1.173709,32,2021-12-04 19:24:00,1.256285,2021-12-04 19:25:00,26.059999
1.016633,30,2021-12-04 19:41:00,1.091977,2021-12-04 19:42:00,22.080000
1.443337,22,2021-12-04 19:42:00,0.790402,2021-12-04 19:43:00,18.379999
0.885491,13,2021-12-04 20:10:00,0.525105,2021-12-04 20:11:00,10.280000
1.406034,30,2021-12-04 20:11:00,1.099126,2021-12-04 20:12:00,24.320000
0.782532,16,2021-12-04 20:12:00,0.621469,2021-12-04 20:13:00,10.960000
0.682884,36,2021-12-04 21:31:00,1.851843,2021-12-04 21:32:00,31.160000
0.212846,7,2021-12-04 21:40:00,0.698647,2021-12-04 21:41:00,5.820000
0.777444,33,2021-12-04 22:22:00,1.592110,2021-12-04 22:23:00,28.444450
0.761809,4,2021-12-04 22:23:00,0.174868,2021-12-04 22:24:00,3.635549
0.567879,16,2021-12-04 23:25:00,0.636045,2021-12-04 23:26:00,10.000000
0.496327,8,2021-12-04 23:40:00,0.315801,2021-12-04 23:41:00,4.560000
