com.samsung.shealth.activity.day_summary,1144003,2
day_time,goal,target,pkg_name,update_time,walk_time,longest_idle_time,active_time,longest_active_time,calorie,deviceuuid,run_time,step_count,extra_data,datauuid,distance,create_time,others_time,score
1636934400000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,7faa8290-09a3-496e-883c-73f52053b9a3.extra_data,7faa8290-09a3-496e-883c-73f52053b9a3,0.000000,28.11.2021 à 13:42:17,0,0,
1637020800000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,b2ac3c0b-0f43-4838-ad00-cf953d81ab76.extra_data,b2ac3c0b-0f43-4838-ad00-cf953d81ab76,0.000000,28.11.2021 à 13:42:17,0,0,
1637107200000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,e675df20-cc53-4a82-b5bf-55b4895f6dcc.extra_data,e675df20-cc53-4a82-b5bf-55b4895f6dcc,0.000000,28.11.2021 à 13:42:17,0,0,
1637193600000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,eaa5fde7-b3ee-41f9-8a91-81a59a764612.extra_data,eaa5fde7-b3ee-41f9-8a91-81a59a764612,0.000000,28.11.2021 à 13:42:17,0,0,
1637280000000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,c5f5dbb8-8d7e-40ce-9328-b1600f78997a.extra_data,c5f5dbb8-8d7e-40ce-9328-b1600f78997a,0.000000,28.11.2021 à 13:42:17,0,0,
1637366400000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,594f5049-b177-4422-b10c-948bda62f40b.extra_data,594f5049-b177-4422-b10c-948bda62f40b,0.000000,28.11.2021 à 13:42:17,0,0,
1637452800000,-1,,com.sec.android.app.shealth,28.11.2021 à 13:42:17,0,-1,0,0,0.000000,NS2ZoYjFXt,0,0,a2a68602-09ff-4b44-a9eb-42dc5ad2eb54.extra_data,a2a68602-09ff-4b44-a9eb-42dc5ad2eb54,0.000000,28.11.2021 à 13:42:17,0,0,
1638057600000,60,,com.sec.android.app.shealth,28.11.2021 à 23:21:32,830355,49800000,830355,120000,44.525215,NS2ZoYjFXt,0,1278,c46c12b5-2d75-465f-89b5-c63536d58a29.extra_data,c46c12b5-2d75-465f-89b5-c63536d58a29,972.189087,28.11.2021 à 23:21:32,0,0,
1638144000000,60,,com.sec.android.app.shealth,29.11.2021 à 18:06:50,4316403,29340000,4326052,812818,254.766922,NS2ZoYjFXt,9649,7262,4b96ed67-4f8d-4642-9fb2-779387eae749.extra_data,4b96ed67-4f8d-4642-9fb2-779387eae749,5663.122559,29.11.2021 à 18:06:50,0,0,
1638230400000,60,,com.sec.android.app.shealth,30.11.2021 à 00:21:58,578686,85379999,578686,540000,38.567104,NS2ZoYjFXt,0,1045,486d47b0-7778-4be1-bf15-30ef5dbdb497.extra_data,486d47b0-7778-4be1-bf15-30ef5dbdb497,846.870056,30.11.2021 à 00:21:58,0,0,
1638316800000,60,,com.sec.android.app.shealth,01.12.2021 à 17:32:15,4344811,32940000,4347477,816135,249.994766,NS2ZoYjFXt,2666,7280,aa690601-3dcc-4e06-ac3c-4a86e52af0ed.extra_data,aa690601-3dcc-4e06-ac3c-4a86e52af0ed,5782.654785,01.12.2021 à 17:32:15,0,0,
1638403200000,60,,com.sec.android.app.shealth,02.12.2021 à 18:05:46,1559723,32880000,1559723,540000,93.891479,NS2ZoYjFXt,0,2724,509e0d43-34de-40dd-beb9-6afe57bfbb8c.extra_data,509e0d43-34de-40dd-beb9-6afe57bfbb8c,2173.257080,02.12.2021 à 18:05:46,0,0,
1638489600000,60,,com.sec.android.app.shealth,03.12.2021 à 20:30:12,5177793,27600000,5178350,782966,296.698975,NS2ZoYjFXt,557,8410,55242c1c-841c-4768-8a8b-96c22b9a8a4d.extra_data,55242c1c-841c-4768-8a8b-96c22b9a8a4d,6567.002930,03.12.2021 à 20:30:12,0,0,
1638576000000,60,,com.sec.android.app.shealth,04.12.2021 à 06:10:19,2357071,65279999,5094722,1609780,469.824799,NS2ZoYjFXt,218040,8153,b0d4a531-ed3a-4908-a590-3ed1d415238f.extra_data,b0d4a531-ed3a-4908-a590-3ed1d415238f,3893.077148,04.12.2021 à 06:10:19,2519611,0,
1638662400000,60,,com.sec.android.app.shealth,05.12.2021 à 10:00:46,39353,50579999,39353,23345,2.821374,NS2ZoYjFXt,0,59,c99d90ab-75b5-498c-b03e-2b67c169e7ab.extra_data,c99d90ab-75b5-498c-b03e-2b67c169e7ab,50.500000,05.12.2021 à 10:00:46,0,0,

