com.samsung.shealth.step_daily_trend,1144003,6
speed,day_time,pkg_name,count,binning_data,source_pkg_name,source_type,calorie,deviceuuid,datauuid,distance,create_time,update_time
2.305556,1638489600000,com.sec.android.app.shealth,10186,eef76432-6bd7-4324-9495-b9e51e199994.binning_data,com.sec.android.app.shealth,13,348.734270,3hCrv0rpUB,eef76432-6bd7-4324-9495-b9e51e199994,7729.300400,03.12.2021 à 08:38:39,04.12.2021 à 00:04:32,
2.589918,1638489600000,com.sec.android.app.shealth,7423,733adc55-2c8c-470c-9b11-2014e1a6a10e.binning_data,com.sec.android.app.shealth,0,283.149192,NS2ZoYjFXt,733adc55-2c8c-470c-9b11-2014e1a6a10e,6050.051325,03.12.2021 à 15:58:32,04.12.2021 à 00:04:26,
1.421763,1638576000000,com.sec.android.app.shealth,8731,19f1a932-b54e-4ce8-bc8c-7aa44f222458.binning_data,com.sec.android.app.shealth,-2,351.710024,VfS0qUERdZ,19f1a932-b54e-4ce8-bc8c-7aa44f222458,7233.203880,04.12.2021 à 03:04:26,05.12.2021 à 00:05:16,
3.920012,1638576000000,com.sec.android.app.shealth,5785,8cc95459-caf2-4344-a754-f5552cd11f5f.binning_data,com.sec.android.app.shealth,0,271.453879,NS2ZoYjFXt,8cc95459-caf2-4344-a754-f5552cd11f5f,4960.878223,04.12.2021 à 03:04:26,05.12.2021 à 00:05:20,
2.843582,1638576000000,com.sec.android.app.shealth,7768,930a2564-66ef-42af-923c-0970e5e5f249.binning_data,com.sec.android.app.shealth,13,284.360000,3hCrv0rpUB,930a2564-66ef-42af-923c-0970e5e5f249,6186.519000,04.12.2021 à 03:04:34,04.12.2021 à 06:10:17,
1.354173,1638662400000,com.sec.android.app.shealth,2449,8bcf5e24-e08b-4793-a1b7-9d3d2d1db7b8.binning_data,com.sec.android.app.shealth,-2,94.719944,VfS0qUERdZ,8bcf5e24-e08b-4793-a1b7-9d3d2d1db7b8,2063.655141,05.12.2021 à 10:00:17,06.12.2021 à 00:09:29,
2.331220,1638662400000,com.sec.android.app.shealth,2449,4257cbea-5722-4e9e-80ef-092b514e491e.binning_data,com.sec.android.app.shealth,0,94.719944,NS2ZoYjFXt,4257cbea-5722-4e9e-80ef-092b514e491e,2063.655141,05.12.2021 à 10:00:46,06.12.2021 à 00:09:33,
1.593424,1638748800000,com.sec.android.app.shealth,6103,850c6010-c39e-4ac1-983d-2f14ac40cb2f.binning_data,com.sec.android.app.shealth,-2,230.114804,VfS0qUERdZ,850c6010-c39e-4ac1-983d-2f14ac40cb2f,5167.791433,06.12.2021 à 00:09:36,07.12.2021 à 00:03:04,
1.677022,1638835200000,com.sec.android.app.shealth,3864,19b4c2e4-87c6-4b9b-b629-acf02f40c756.binning_data,com.sec.android.app.shealth,-2,146.354613,VfS0qUERdZ,19b4c2e4-87c6-4b9b-b629-acf02f40c756,3407.201509,06.12.2021 à 00:09:36,07.12.2021 à 13:02:26,
2.628549,1638748800000,com.sec.android.app.shealth,4719,89452d0f-a2b0-495a-83c2-74aa606166b7.binning_data,com.sec.android.app.shealth,0,198.046158,NS2ZoYjFXt,89452d0f-a2b0-495a-83c2-74aa606166b7,4533.242985,06.12.2021 à 09:33:16,07.12.2021 à 00:02:56,
2.151851,1638748800000,com.sec.android.app.shealth,5907,a7e5a17b-8e1e-4f3b-9141-486f1e83467f.binning_data,com.sec.android.app.shealth,13,202.080000,3hCrv0rpUB,a7e5a17b-8e1e-4f3b-9141-486f1e83467f,4456.010000,06.12.2021 à 13:56:30,07.12.2021 à 00:03:04,
2.615312,1638835200000,com.sec.android.app.shealth,3051,e2f877a8-31f0-42ea-835f-6f275b335da3.binning_data,com.sec.android.app.shealth,0,127.020895,NS2ZoYjFXt,e2f877a8-31f0-42ea-835f-6f275b335da3,2957.653541,07.12.2021 à 09:02:12,07.12.2021 à 13:02:56,
1.861111,1638835200000,com.sec.android.app.shealth,3705,99833711-ee2d-48e8-a317-e3c9539e1fd4.binning_data,com.sec.android.app.shealth,13,124.800000,3hCrv0rpUB,99833711-ee2d-48e8-a317-e3c9539e1fd4,2869.330000,07.12.2021 à 11:14:22,07.12.2021 à 13:02:26,

