timestamp,x,y,z,accuracy
1637591456823,-6.5849447,-6.6556177,7.4700236,3
1637591456844,-6.99673,-5.487298,7.9823613,3
1637591456862,-7.269657,-4.256731,8.676649,3
1637591456881,-7.355845,-4.079568,8.801144,3
1637591456902,-7.4707613,-4.1753316,8.379782,3
1637591456921,-8.121956,-3.797064,9.107588,3
1637591456941,-8.256025,-1.8195387,12.215127,3
1637591456962,-7.284022,-3.2607858,10.606294,3
1637591457047,-7.221775,-3.6294773,8.317535,3
1637591457049,-9.390829,-3.1267164,8.600039,3
1637591457051,-10.942204,-3.3852792,10.500954,3
1637591457054,-11.06191,-3.160234,13.69468,3
1637591457063,-10.71716,-4.304613,10.457859,3
1637591457081,-12.009973,-1.584917,7.671128,3
1637591457100,-13.00113,1.0964737,8.1547365,3
1637591457120,-12.924519,1.9391965,11.319735,3
1637591457140,-12.795237,0.44527882,10.017345,3
1637591457160,-13.408127,0.6511714,8.054184,3
1637591457180,-13.460796,0.3351503,6.9385333,3
1637591457201,-13.34588,-0.14366947,6.215516,3
1637591457219,-13.360245,-0.014388129,5.420675,3
1637591457239,-13.45122,-0.07663469,4.616258,3
1637591457258,-13.5565605,0.03828205,4.932279,3
1637591457278,-13.283633,-0.16761042,4.4343066,3
1637591457298,-12.895789,-0.0574819,3.7783234,3
1637591457317,-12.637227,0.7229943,2.9978473,3
1637591457338,-12.17756,1.4077065,2.361017,3
1637591457359,-11.583823,2.3030996,1.8726207,3
1637591457379,-10.736312,3.093152,1.0729917,3
1637591457399,-9.745154,3.380444,0.3308212,3
1637591457417,-8.9503145,3.5145135,0.37870315,3
1637591457437,-8.347002,3.715618,0.55107826,3
1637591457457,-7.863394,3.9885452,0.8431583,3
1637591457477,-7.7915707,3.236798,0.8814639,3
1637591457497,-8.595987,2.580815,1.3794364,3
1637591457517,-9.328582,2.5664504,2.2125828,3
1637591457537,-9.491381,2.5089922,3.1797988,3
1637591457558,-9.840919,2.5472975,3.165434,3
1637591457580,-10.429868,2.8058603,3.8022642,3
1637591457596,-11.583823,2.7100964,4.71681,3
1637591457616,-12.598921,2.896836,5.1190186,3
1637591457635,-13.436855,3.2846801,5.588262,3
1637591457655,-14.341825,3.3900204,5.827672,3
1637591457675,-15.04569,3.6150656,6.0575056,3
1637591457695,-15.586756,3.236798,6.0192,3
1637591457715,-16.099094,2.4228046,6.3256445,3
1637591457735,-16.166128,1.565717,6.9768395,3
1637591457756,-15.902777,0.61286575,7.4460826,3
1637591457774,-15.371287,0.023917466,7.0247216,3
1637591457794,-14.471106,-0.37829113,6.292127,3
1637591457813,-13.259692,-0.66558295,6.387891,3
1637591457833,-12.187136,-1.5322468,7.1731553,3
1637591457853,-11.205556,-2.7149315,7.546635,3
1637591457873,-10.281434,-3.1745985,7.4460826,3
1637591457894,-9.726003,-3.050105,7.3646836,3
1637591457914,-9.213666,-3.524137,7.355107,3
1637591457934,-8.653446,-3.94071,7.4700236,3
1637591458014,-8.318273,-3.8114288,7.2258253,3
1637591458017,-8.203356,-4.567964,7.163579,3
1637591458018,-7.7772064,-4.788221,7.3455305,3
1637591458021,-7.1355877,-4.71161,7.283284,3
1637591458031,-6.99673,-4.831315,7.4460826,3
1637591458052,-7.1116467,-5.2861934,6.995992,3
1637591458072,-6.8243546,-5.468145,6.5411134,3
1637591458091,-6.364688,-5.6740375,5.923436,3
1637591458112,-5.948115,-5.9230237,5.4350395,3
1637591458134,-5.4692945,-5.3532286,5.324911,3
1637591458151,-5.067086,-4.510505,5.224359,3
1637591458170,-4.7941594,-3.4666784,4.860456,3
1637591458190,-4.2818217,-2.4707334,4.7790565,3
1637591458210,-3.7311795,-1.9631845,4.7215986,3
1637591458230,-3.3624883,-1.2305903,4.467824,3
1637591458250,-3.0847728,-0.11972846,4.199685,3
1637591458270,-2.6586232,0.08616403,4.18532,3
1637591458291,-2.4240015,0.88579303,4.0464625,3
1637591458310,-2.48146,0.92409855,4.6545634,3
1637591458329,-2.582012,1.977502,4.7503276,3
1637591458349,-2.3282375,2.6622143,5.4829216,3
1637591458369,-2.2564144,3.0213292,6.000047,3
1637591458389,-2.5197656,3.9646041,6.65603,3
1637591458408,-2.898033,4.98449,6.8858633,3
1637591458428,-3.3289707,5.472886,6.8810754,3
1637591458448,-3.8221552,6.0187407,7.283284,3
1637591458469,-4.109447,6.583748,7.6998568,3
1637591458490,-4.478138,7.120026,8.193042,3
1637591458509,-4.8707705,7.776009,8.533004,3
1637591458528,-5.205944,8.082454,9.174623,3
1637591458547,-5.407048,8.815047,9.619925,3
1637591458567,-5.320861,9.806205,9.452337,3
1637591458587,-5.1724267,10.342483,9.069283,3
1637591458606,-4.990475,10.543587,8.379782,3
1637591458627,-4.640937,10.720751,7.867444,3
1637591458646,-4.2674575,10.117437,7.4365063,3
1637591458667,-4.272246,9.111916,7.498753,3
1637591458687,-4.368009,8.326652,7.1300616,3
1637591458706,-4.3823743,8.087242,7.039086,3
1637591458726,-4.5068674,7.7568564,6.8571343,3
1637591458745,-4.626572,7.3929534,6.5889955,3
1637591458765,-4.640937,6.8901925,6.4980197,3
1637591458785,-4.66009,6.440102,6.5219603,3
1637591458805,-4.717548,5.851154,6.5171723,3
1637591458825,-4.7941594,4.8073273,6.6895475,3
1637591458847,-5.0766625,3.9981215,6.823617,3
1637591458865,-5.325649,3.0835757,6.876287,3
1637591458884,-5.632094,2.4898393,7.0342975,3
1637591458904,-5.8715034,1.6519046,7.3215895,3
1637591458983,-5.7901044,0.66074777,7.2210374,3
1637591458985,-5.593788,0.10052862,7.230614,3
1637591458988,-6.015149,-0.46447867,7.1300616,3
1637591458989,-6.240195,-1.4747884,7.1540027,3
1637591459004,-6.4317226,-2.6862023,7.158791,3
1637591459024,-7.1068583,-3.2655742,7.288072,3
1637591459043,-7.1260114,-4.23279,6.967263,3
1637591459062,-6.70465,-4.0699916,6.7374296,3
1637591459083,-6.929695,-3.8018522,6.94811,3
1637591459102,-7.7532654,-4.3429184,7.192308,3
1637591459122,-7.571314,-4.912714,7.24019,3
1637591459142,-6.987153,-4.6349983,7.42693,3
1637591459162,-6.94406,-4.2375784,8.044608,3
1637591459183,-7.269657,-4.8983493,9.251233,3
1637591459202,-7.7580533,-5.8464127,9.878488,3
1637591459222,-7.963946,-6.420996,9.787512,3
1637591459241,-7.5042787,-6.454514,10.285484,3
1637591459261,-7.1355877,-6.047517,11.214395,3
1637591459281,-6.719014,-5.7171316,11.923047,3
1637591459300,-6.302441,-6.191163,11.975718,3
1637591459320,-5.646458,-6.7657466,12.200764,3
1637591459340,-5.229885,-7.1966844,12.57903,3
1637591459361,-5.344802,-7.2924485,12.60776,3
1637591459381,-5.569847,-6.871087,11.884743,3
1637591459400,-5.435777,-7.0721908,11.314946,3
1637591459421,-5.5267534,-7.5127053,11.022866,3
1637591459442,-6.03909,-7.4456706,10.448282,3
1637591459459,-6.292865,-7.206261,9.873699,3
1637591459479,-6.4748163,-7.503129,9.44755,3
1637591459499,-6.9009657,-7.862244,9.198564,3
1637591459518,-7.351056,-8.2357235,8.70059,3
1637591459539,-7.585678,-7.95322,7.503541,3
1637591459559,-7.628772,-7.6371984,7.0342975,3
1637591459580,-7.600043,-7.838303,6.8906517,3
1637591459598,-8.050134,-7.7760563,6.4261966,3
1637591459618,-8.48586,-7.862244,6.383103,3
1637591459638,-8.825822,-7.0817676,6.100599,3
1637591459657,-8.77315,-7.795209,5.976106,3
1637591459677,-9.017349,-8.221359,5.8659773,3
1637591459697,-9.429133,-8.436829,6.114964,3
1637591459717,-10.324527,-10.806986,7.096544,3
1637591459738,-12.306841,-13.943255,7.0726037,3
1637591459758,-13.642748,-10.538846,6.780523,3
1637591459852,-11.330049,-6.4688783,5.6696615,3
1637591459861,-9.754732,-3.0548935,5.2339354,3
1637591459873,-10.099482,-2.7484488,3.5628545,3
1637591459874,-12.187136,-1.8626324,2.9308126,3
1637591459874,-13.264481,1.9008908,2.3945343,3
1637591459879,-13.025071,7.752068,3.141493,3
1637591460003,-11.24865,10.198836,4.8460913,3
1637591460003,-9.247183,10.2132015,5.6936026,3
1637591460004,-7.887335,11.644873,6.4980197,3
1637591460004,-7.422879,12.5689945,7.115697,3
1637591460004,-6.953636,12.774886,7.527482,3
1637591460004,-5.8331976,12.995144,7.4173536,3
1637591460016,-5.5267534,12.621665,8.4133,3
1637591460037,-5.732646,12.190726,8.686227,3
1637591460054,-6.086972,12.267338,8.805931,3
1637591460077,-6.608886,11.697542,8.379782,3
1637591460096,-7.4851265,11.132536,7.944055,3
1637591460115,-8.935949,10.040827,7.8770204,3
1637591460138,-10.463385,8.48945,7.944055,3
1637591460154,-11.277379,6.7609115,7.9584203,3
1637591460173,-11.693952,4.764233,8.006303,3
1637591460192,-12.110525,2.7484019,7.5849404,3
1637591460212,-11.756198,0.80439365,7.4700236,3
1637591460232,-11.11458,-1.1156735,6.6895475,3
1637591460252,-10.329316,-3.5911717,6.9816275,3
1637591460272,-9.055655,-4.883985,6.2298803,3
1637591460293,-8.00704,-6.454514,5.928224,3
1637591460315,-7.231352,-6.7035,4.443883,3
1637591460333,-6.2306185,-5.8655653,3.6155248,3
1637591460355,-5.952903,-5.425051,2.461569,3
1637591460375,-6.968001,-7.086556,1.8151624,3
1637591460426,-8.011827,-7.383424,0.63247764,3
1637591460427,-8.265602,-7.10092,0.25899822,3
1637591460435,-7.7341123,-8.494287,1.0346862,3
1637591460450,-7.7532654,-9.317857,2.3227112,3
1637591460470,-7.8777585,-8.436829,3.2181041,3
1637591460489,-7.963946,-7.0195208,4.056039,3
1637591460510,-9.055655,-6.2246804,4.3385425,3
1637591460530,-10.36762,-6.4497256,4.032098,3
1637591460549,-11.382719,-6.2629857,4.621046,3
1637591460569,-11.756198,-5.425051,5.83246,3
1637591460590,-11.679586,-4.9270787,6.608148,3
1637591460610,-11.401872,-5.1186066,6.1389046,3
1637591460629,-11.028392,-5.391534,5.612203,3
1637591460651,-10.142576,-5.64052,5.703179,3
1637591460669,-9.0317135,-5.8847184,5.7989426,3
1637591460695,-8.734846,-5.8128953,5.5020747,3
1637591460707,-8.600776,-5.9134474,5.492498,3
1637591460728,-8.658235,-6.2534094,5.9665294,3
1637591460749,-8.725268,-6.2055273,6.608148,3
1637591460769,-8.859339,-5.4011106,7.1300616,3
1637591460789,-9.084384,-4.9031377,8.001514,3
1637591460808,-9.405192,-4.7786446,9.05013,3
1637591460829,-9.2807,-4.548811,10.2759075,3
1637591460851,-9.17536,-3.916769,11.329311,3
1637591460936,-9.563204,-3.16981,12.157669,3
1637591460937,-9.505746,-2.7340841,12.334832,3
1637591460940,-9.486593,-2.9351885,12.090634,3
1637591460941,-9.955835,-3.5911717,11.654908,3
1637591460951,-10.310163,-4.194484,11.123419,3
1637591460971,-10.195246,-4.371648,10.132261,3
1637591460986,-10.123423,-4.6589394,9.643866,3
1637591461006,-10.372409,-5.477721,9.265598,3
1637591461027,-10.444232,-6.344385,8.528215,3
1637591461046,-10.257493,-6.698712,7.8818083,3
1637591461067,-10.204822,-6.440149,7.618458,3
1637591461089,-9.965413,-6.382691,7.139638,3
1637591461107,-9.491381,-7.1488023,6.4501376,3
1637591461127,-9.223242,-9.116753,5.703179,3
1637591461150,-9.117902,-10.471811,4.692869,3
1637591461169,-9.30943,-10.122273,3.7256532,3
1637591461187,-9.352523,-9.456715,3.2707746,3
1637591461206,-8.77315,-10.093544,2.461569,3
1637591461226,-8.241661,-10.2515545,1.7960097,3
1637591461247,-7.87297,-9.36095,1.3171898,3
1637591461267,-7.533008,-8.848613,1.125662,3
1637591461287,-7.18347,-8.441616,0.71387696,3
1637591461304,-6.604098,-8.436829,0.61811304,3
1637591461324,-6.1923127,-7.0530386,0.33560938,3
1637591461344,-5.4549303,-6.7178645,0.45052612,3
1637591461364,-5.272979,-7.833514,0.8814639,3
1637591461386,-5.656035,-7.0769796,1.1448147,3
1637591461404,-5.340014,-5.9134474,2.0593605,3
1637591461424,-4.66009,-5.0084777,2.72492,3
1637591461445,-4.277034,-4.769068,3.792688,3
1637591461464,-4.439832,-4.9031377,4.056039,3
1637591461484,-4.636149,-2.1595004,3.5437016,3
1637591461503,-4.4302564,1.8961025,4.8269386,3
1637591461524,-3.9705892,2.8776834,5.1142306,3
1637591461545,-3.769485,3.5576074,5.224359,3
1637591461565,-3.7838495,6.1097164,5.181265,3
1637591461584,-3.7838495,7.1248145,5.099866,3
1637591461605,-3.525287,7.5892696,5.2387233,3
1637591461627,-3.7120268,9.839722,6.004835,3
1637591461642,-4.4446206,12.133268,7.7764683,3
1637591461662,-3.4007938,11.67839,7.4652357,3
1637591461684,-2.8070574,12.047081,8.19783,3
1637591461703,-3.573169,11.956105,8.451605,3
1637591461723,-3.7790616,12.061445,8.178678,3
1637591461743,-3.4343112,11.458133,8.566522,3
1637591461762,-3.5683808,10.902701,8.714955,3
1637591461782,-4.023259,10.596257,8.097278,3
1637591461807,-4.4541974,10.490916,7.168367,3
1637591461825,-5.1149683,10.337694,6.31128,3
1637591461895,-5.8667154,10.021673,6.1532693,3
1637591461910,-6.393417,9.222045,6.043141,3
1637591461928,-6.680709,8.776742,5.880342,3
1637591461928,-6.7764726,8.206946,5.5786853,3
1637591461929,-7.307963,7.5701165,5.315335,3
1637591461937,-7.5665255,7.072144,5.00889,3
1637591461959,-7.7819943,6.4927726,4.7215986,3
1637591461979,-8.064498,5.420216,4.9657965,3
1637591461998,-8.409247,4.5822816,4.855668,3
1637591462018,-8.95989,3.9262986,4.2954483,3
1637591462038,-9.232818,2.236065,4.884397,3
1637591462058,-8.849763,0.8953694,5.8372483,3
1637591462078,-8.284756,0.5266782,5.8899183,3
1637591462100,-8.203356,1.1874495,4.1470146,3
1637591462117,-8.864127,0.9671924,2.9978473,3
1637591462138,-8.935949,-0.44532585,2.2604647,3
1637591462158,-8.95989,-1.8817853,1.1783321,3
1637591462179,-9.831343,-3.2655742,0.8575229,3
1637591462198,-10.669278,-4.907926,1.101721,3
1637591462218,-10.616607,-6.1624336,2.4424162,3
1637591462237,-9.86486,-6.3491735,2.9595416,3
1637591462259,-9.917531,-6.760958,2.72492,3
1637591462277,-10.635759,-6.6699824,3.2707746,3
1637591462298,-10.856017,-6.6699824,4.0464625,3
1637591462316,-10.664489,-6.9620624,5.0136786,3
1637591462337,-10.075541,-7.163167,5.229147,3
1637591462358,-9.30943,-6.3731146,5.123807,3
1637591462376,-8.821033,-5.1186066,4.984949,3
1637591462396,-9.242394,-4.888773,6.1580577,3
1637591462415,-9.199301,-5.492086,5.420675,3
1637591462436,-9.242394,-5.171277,5.2626643,3
1637591462456,-9.788249,-4.793009,5.59305,3
1637591462475,-10.152152,-4.184908,6.6464534,3
1637591462495,-10.338892,-3.3421855,5.8228836,3
1637591462514,-10.836864,-2.7867544,4.8939734,3
1637591462534,-11.617341,-3.1458693,5.4829216,3
1637591462555,-11.966879,-3.64863,7.896173,3
1637591462573,-11.693952,-3.165022,7.723798,3
1637591462594,-11.310896,-1.5418231,5.9138594,3
1637591462614,-11.952515,-0.8714755,6.579419,3
1637591462634,-12.421758,-2.8202717,7.896173,3
1637591462654,-13.470373,-3.945498,10.66854,3
1637591462674,-14.255638,-2.2839937,8.322324,3
1637591462694,-14.327459,1.2927897,6.368738,3
1637591462714,-14.183815,4.467365,4.975373,3
1637591462734,-13.882157,4.352448,4.252355,3
1637591462753,-14.681787,1.2353313,4.2475667,3
1637591462774,-14.882891,-0.57460725,2.72492,3
1637591462794,-13.312363,0.32557392,1.9588084,3
1637591462890,-12.072219,1.0868973,1.3267663,3
1637591462897,-10.946993,1.3933419,2.2987702,3
1637591462899,-10.319738,1.4843177,2.9643297,3
1637591462899,-9.745154,0.5793484,2.9739063,3
1637591462900,-9.625451,-0.07663469,4.831727,3
1637591462909,-9.409982,-0.2394334,5.760637,3
1637591462932,-9.089171,-1.7141984,3.6586185,3
1637591462950,-8.964679,-4.3094015,1.9683847,3
1637591462970,-9.036502,-5.492086,1.465624,3
1637591462995,-9.357311,-4.6637278,2.6100032,3
1637591463014,-9.30943,-3.4283729,2.384958,3
1637591463034,-8.686964,-2.8442128,1.8007978,3
1637591463051,-8.093227,-2.9878588,1.2262142,3
1637591463074,-7.8586054,-3.1985395,0.97243965,3
1637591463094,-8.021404,-3.2512097,1.3219781,3
1637591463114,-8.054922,-3.093199,1.5326587,3
1637591463134,-8.088439,-2.9639177,1.393801,3
1637591463151,-8.145897,-2.7484488,1.5565997,3
1637591463173,-8.102804,-2.413275,1.5805408,3
1637591463188,-7.8059354,-2.1642888,1.2022731,3
1637591463209,-7.5808897,-1.7141984,0.9197695,3
1637591463229,-7.4755497,-1.077368,1.2549433,3
1637591463253,-7.600043,-0.6607948,1.9252911,3
1637591463274,-7.4276676,-0.43574947,2.097666,3
1637591463293,-7.327116,-0.17718683,2.1168187,3
1637591463313,-7.3654213,-0.13888125,2.1982183,3
1637591463333,-7.351056,-0.16761042,2.289194,3
1637591463350,-7.4372444,-0.0718465,2.5669096,3
1637591463368,-7.4707613,0.27290374,3.0744581,3
1637591463389,-7.849029,0.38782048,3.2755628,3
1637591463407,-8.260815,-0.014388129,3.4000556,3
1637591463427,-8.710905,-0.37829113,3.6586185,3
1637591463447,-9.342947,-0.41659665,4.276296,3
1637591463467,-10.018083,-0.6272774,4.520494,3
1637591463487,-10.482538,-0.9768159,4.405577,3
1637591463507,-10.8225,-0.9432984,4.448671,3
1637591463525,-11.310896,-1.0630034,4.8221507,3
1637591463545,-11.75141,-1.0342743,5.099866,3
1637591463565,-11.918997,-0.9193575,4.9657965,3
1637591463585,-12.057855,-1.0342743,5.0615606,3
1637591463607,-11.851962,-1.5801288,5.2626643,3
1637591463624,-11.535941,-1.829115,5.1908417,3
1637591463644,-11.373143,-1.7429274,5.0902896,3
1637591463663,-11.138521,-1.5513996,5.1142306,3
1637591463685,-10.702795,-1.4460591,5.200418,3
1637591463703,-10.36762,-1.3502953,5.0950775,3
1637591463724,-10.420291,-1.4556357,5.0902896,3
1637591463743,-10.319738,-1.1300381,5.2099943,3
1637591463815,-10.271856,-0.35435015,5.2099943,3
1637591463816,-10.29101,-0.07663469,5.0663486,3
1637591463816,-10.257493,-0.9863922,5.339276,3
1637591463844,-9.793036,-2.413275,6.2969155,3
1637591463844,-9.682909,-2.2217472,5.952165,3
1637591463865,-10.137788,-1.2210139,6.675183,3
1637591463883,-9.587145,-1.728563,7.0486627,3
1637591463902,-9.146631,-1.7477157,6.8379817,3
1637591463921,-8.648658,-1.8195387,7.4365063,3
1637591463942,-8.155474,-2.2025945,7.6471868,3
1637591463961,-8.074075,-2.3749695,7.838715,3
1637591463982,-8.030981,-2.5760736,8.135584,3
1637591464002,-7.647925,-3.3613381,8.523427,3
1637591464022,-7.638348,-4.156179,8.815508,3
1637591464041,-7.4468203,-4.76428,9.035765,3
1637591464061,-6.8099904,-5.425051,9.145893,3
1637591464081,-6.388629,-5.396322,9.102799,3
1637591464101,-5.732646,-5.3819575,9.002248,3
1637591464121,-5.205944,-5.568697,8.590463,3
1637591464141,-4.2099986,-5.4011106,8.106854,3
1637591464161,-3.0847728,-4.81695,7.551423,3
1637591464181,-2.0792513,-3.844946,6.9576864,3
1637591464200,-1.2844105,-3.0788345,6.263398,3
1637591464220,-0.6140629,-2.9591293,5.956953,3
1637591464240,-0.46084058,-3.040529,5.612203,3
1637591464259,-0.43211138,-3.4379492,5.1860533,3
1637591464280,-0.5661809,-3.6055362,4.8221507,3
1637591464299,-0.70025045,-2.8442128,5.272241,3
1637591464320,-0.70503867,-2.2600527,5.339276,3
1637591464339,-0.57096916,-2.4707334,5.59305,3
1637591464361,-0.57096916,-2.8920946,5.956953,3
1637591464379,-0.5661809,-2.5234034,6.239457,3
1637591464397,-0.5374517,-1.7237747,6.6129365,3
1637591464417,-0.3650766,-0.6081246,6.6703944,3
1637591464438,-0.15918411,0.37345588,7.096544,3
1637591464457,-0.24537168,0.07179944,7.795621,3
1637591464480,-0.738556,-0.31604457,8.001514,3
1637591464496,-1.1599174,-0.7134649,8.628767,3
1637591464516,-1.5956434,-1.1874965,9.054917,3
1637591464537,-2.2228973,-1.5035175,9.461914,3
1637591464556,-2.5245538,-1.489153,9.878488,3
1637591464578,-2.4670954,-1.4604238,10.184933,3
1637591464644,-2.0026402,-1.3311424,10.352519,3
1637591464645,-2.0888278,-1.7094101,10.21845,3
1637591464645,-2.4910362,-2.1451359,9.81624,3
1637591464662,-2.2851439,-1.6806809,9.892853,3
1637591464677,-1.7440776,-0.7278295,9.950311,3
1637591464699,-1.4232683,-0.36871475,9.165047,3
1637591464734,-1.4232683,-0.9432984,9.289539,3
1637591464784,-1.2748342,-1.0869445,9.260811,3
1637591464789,-1.0258479,-0.7421941,9.519373,3
1637591464791,-0.8199554,-0.33040917,9.437973,3
1637591464853,-0.68588585,-0.22985698,9.212929,3
1637591464854,-0.39859402,0.4404906,9.169834,3
1637591464854,-0.43689954,0.47400802,9.768358,3
1637591464854,-1.1120354,-0.3735029,9.663018,3
1637591464896,-1.7632303,-0.5506662,9.672594,3
1637591464933,-1.6674664,0.10531682,9.916794,3
1637591464933,-1.610008,0.6846887,9.548101,3
1637591464983,-2.0361576,0.3926087,9.624714,3
1637591464989,-2.53413,-0.42138493,9.849758,3
1637591464991,-2.6155295,-1.1922848,9.974252,3
1637591464992,-2.3473902,-2.513827,9.2560215,3
1637591465034,-1.9116644,-3.2943034,8.509064,3
1637591465034,-1.5190322,-3.1458693,8.485123,3
1637591465052,-1.2844105,-2.4803097,8.418087,3
1637591465103,-1.1120354,-2.1978061,8.240924,3
1637591465137,-0.88699013,-1.5513996,8.173889,3
1637591465138,-0.786438,-1.3263543,8.40851,3
1637591465290,-0.8199554,-0.71825314,9.026189,3
1637591465290,-1.1455528,-0.19633962,9.902429,3
1637591465290,-1.5525496,-0.22985698,10.725999,3
1637591465290,-2.0122166,0.2872683,11.4011345,3
1637591465291,-2.4527307,0.019129261,11.49211,3
1637591465291,-2.6346822,-0.41659665,11.726731,3
1637591465291,-2.4000604,0.7804527,11.674062,3
1637591465291,-2.2181091,1.4938941,11.008502,3
1637591465344,-1.973911,0.71820617,10.299849,3
1637591465345,-1.2317404,-0.33519733,9.52895,3
1637591465345,-0.38422942,0.6846887,9.227292,3
1637591465372,-0.14481951,1.0438035,9.188988,3
1637591465393,-0.08736115,0.47879624,9.145893,3
1637591465405,-0.034690976,0.42133784,9.165047,3
1637591465411,-0.005961789,1.0821091,9.270387,3
1637591465429,-0.058631964,1.5274115,9.165047,3
1637591465460,-0.015538186,1.4220711,9.380514,3
1637591465469,0.022767395,1.10605,9.5959835,3
1637591465502,-0.058631964,0.6655359,9.868912,3
1637591465512,-0.029902779,-3.0979872,9.9359455,3
1637591465534,-1.1168237,-2.6670494,9.873699,3
1637591465549,-0.6523684,-2.8633657,10.558412,3
1637591465580,0.06586117,-4.520082,10.797821,3
1637591465585,-0.8582609,-6.511972,9.227292,3
1637591465605,-0.6667331,-3.8353696,8.671862,3
1637591465626,-0.59969825,-1.6758927,8.882543,3
1637591465648,-0.70503867,-2.485098,9.773148,3
1637591465668,-0.70503867,-2.0876777,9.696535,3
1637591465692,-1.0402125,-0.9002047,9.538526,3
1637591465741,-1.0928826,-0.70867676,9.380514,3
1637591465744,-0.9588131,-1.0103333,9.715689,3
1637591465788,-0.85347277,-0.94808656,9.840181,3
1637591465789,-0.80559075,-0.7278295,9.797089,3
1637591465791,-0.82474357,-1.321566,9.514585,3
1637591465806,-0.7720734,-1.6136461,9.658231,3
1637591465825,-0.70503867,-1.5897051,9.706113,3
1637591465855,-0.8199554,-1.6375872,9.572042,3
1637591465867,-0.9013548,-1.5753405,9.639077,3
1637591465884,-0.8438964,-1.5322468,9.706113,3
1637591465902,-0.8582609,-1.5178821,9.600773,3
1637591465922,-0.82474357,-1.5370349,9.615136,3
1637591465942,-0.82474357,-1.5657642,9.639077,3
1637591465962,-0.90614295,-1.5513996,9.639077,3
1637591465983,-0.738556,-1.5035175,9.5959835,3
1637591466002,-0.82474357,-1.41733,9.663018,3
1637591466022,-0.82474357,-1.5944933,9.672594,3
1637591466041,-0.83431995,-1.465212,9.677383,3
1637591466060,-0.79601437,-1.4508474,9.639077,3
1637591466081,-0.83910817,-1.4221182,9.658231,3
1637591466102,-0.8151672,-1.5083058,9.663018,3
1637591466120,-0.7672852,-1.4125417,9.667807,3
1637591466141,-0.8582609,-1.4221182,9.663018,3
1637591466159,-0.91093117,-1.41733,9.677383,3
1637591466181,-0.8295318,-1.5274585,9.682172,3
1637591466201,-0.80559075,-1.6327989,9.653442,3
1637591466220,-0.79601437,-1.4987295,9.686959,3
1637591466239,-0.8582609,-1.5083058,9.715689,3
1637591466259,-0.84868455,-1.5130941,9.63429,3
1637591466279,-0.7720734,-1.4556357,9.682172,3
1637591466298,-0.810379,-1.4843647,9.658231,3
1637591466318,-0.85347277,-1.4316946,9.63429,3
1637591466338,-0.88220197,-1.4029654,9.734841,3
1637591466359,-0.7816498,-1.465212,9.682172,3
1637591466380,-0.810379,-1.3502953,9.615136,3
1637591466398,-0.86304915,-1.4269065,9.63429,3
1637591466418,-0.8726256,-1.4604238,9.643866,3
1637591466437,-0.9252957,-1.5992815,9.677383,3
1637591466457,-0.87741375,-1.5992815,9.753995,3
1637591466477,-0.8199554,-1.5561877,9.639077,3
1637591466496,-0.88220197,-1.3024133,9.552891,3
1637591466517,-0.88220197,-1.3359307,9.701324,3
1637591466537,-0.87741375,-1.3790244,9.730054,3
1637591466557,-0.86304915,-1.3646599,9.648655,3
1637591466577,-0.82474357,-1.3886008,9.682172,3
1637591466596,-0.79601437,-1.4412711,9.758782,3
1637591466616,-0.75770885,-1.4508474,9.672594,3
1637591466636,-0.84868455,-1.4125417,9.648655,3
1637591466658,-0.8199554,-1.2832606,9.720476,3
1637591466741,-0.8726256,-1.3886008,9.715689,3
1637591466745,-0.85347277,-1.3024133,9.677383,3
1637591466745,-0.83431995,-1.3119897,9.730054,3
1637591466747,-0.8726256,-1.3072015,9.691748,3
1637591466758,-0.88699013,-1.2832606,9.701324,3
1637591466775,-0.9205075,-1.1348264,9.849758,3
1637591466794,-0.96360135,-1.3742363,9.653442,3
1637591466814,-0.86304915,-1.3119897,9.543313,3
1637591466833,-0.79601437,-1.4747884,9.643866,3
1637591466853,-0.77686155,-1.6471635,9.7109,3
1637591466874,-0.88699013,-1.805174,9.720476,3
1637591466894,-0.96360135,-1.5944933,9.600773,3
1637591466914,-0.9971187,-1.4843647,9.567254,3
1637591466934,-0.94444853,-1.4316946,9.658231,3
1637591466953,-0.93008393,-1.1874965,9.730054,3
1637591466972,-0.97317773,-1.3742363,9.696535,3
1637591466992,-0.93008393,-1.489153,9.610349,3
1637591467012,-0.86304915,-1.465212,9.682172,3
1637591467032,-0.810379,-1.4843647,9.696535,3
1637591467052,-0.91093117,-1.3886008,9.667807,3
1637591467072,-0.94444853,-1.3790244,9.600773,3
1637591467093,-0.8965665,-1.3981773,9.591195,3
1637591467114,-0.94444853,-1.4269065,9.73963,3
1637591467132,-0.91571933,-1.5178821,9.691748,3
1637591467151,-0.8678373,-1.5370349,9.615136,3
1637591467171,-0.9013548,-1.4125417,9.639077,3
1637591467190,-0.87741375,-1.3359307,9.639077,3
1637591467210,-0.82474357,-1.4029654,9.696535,3
1637591467231,-0.8295318,-1.4939412,9.653442,3
1637591467251,-0.9013548,-1.3598716,9.60556,3
1637591467271,-0.91093117,-1.393389,9.643866,3
1637591467290,-0.91571933,-1.3790244,9.658231,3
1637591467312,-0.84868455,-1.3263543,9.663018,3
1637591467331,-0.84868455,-1.3981773,9.648655,3
1637591467349,-0.93487215,-1.4412711,9.60556,3
1637591467369,-0.8438964,-1.4221182,9.629501,3
