260667434132, 3, -0.887084, 0.160648, 10.35506, 
260687545226, 3, -0.613997, -0.0046415, 10.424529, 
260707473195, 3, -0.063032, -0.21305, 10.446089, 
260727034966, 3, -0.091778, -0.754433, 10.841347, 
260747115538, 3, -0.1756205, -1.4275686, 11.272536, 
260767196111, 3, -0.1947845, -1.703051, 11.159948, 
260786757882, 3, -0.288209, -1.0634525, 10.692825, 
260806868976, 3, -0.3049775, -1.1161535, 10.170607, 
260826949497, 3, -0.2522765, -1.774916, 9.823259, 
260846511268, 3, 0.1118395, -2.0599804, 9.581313, 
260866622361, 3, 0.5574025, -1.511411, 9.293854, 
260886702934, 3, 0.8783995, -1.26707, 9.121378, 
260906722466, 3, 0.9646375, -1.6431634, 9.313018, 
260926284236, 3, 0.708319, -2.263598, 9.653178, 
260946334288, 3, 0.4328365, -2.60855, 9.634014, 
260966384341, 3, 0.214846, -2.325881, 9.511844, 
260985946111, 3, 0.2364055, -1.5425525, 9.142937, 
261006057205, 3, 0.291502, -0.9915875, 8.893805, 
261026168247, 3, 0.3992995, -0.965237, 8.716538, 
261045730018, 3, 0.5765665, -0.907745, 8.635091, 
261065841111, 3, 0.5957305, -0.811925, 8.687792, 
261085921684, 3, 0.4615825, -0.6418445, 8.936924, 
261105941216, 3, 0.641245, -0.481346, 9.003998, 
261125502986, 3, 0.535843, -0.227423, 9.138146, 
261145553038, 3, 0.3034795, -0.1196255, 9.360928, 
261165603091, 3, 0.152563, -0.193886, 9.595687, 
261185164861, 3, 0.3178525, -0.174722, 9.770558, 
261205275955, 3, 0.339412, 0.07441, 10.01969, 
261225356476, 3, 0.027997, 0.299587, 10.443693, 
261244918247, 3, -0.187598, 0.2588635, 10.589819, 
261265029341, 3, -0.0270995, 0.309169, 10.513163, 
261285109913, 3, 0.119026, 0.428944, 10.333501, 
261305159966, 3, -0.0318905, 0.5127865, 10.685639, 
261324721736, 3, -0.1995755, 0.4744585, 11.128806, 
261344771788, 3, -0.6259745, 0.5702785, 11.368357, 
261364791320, 3, -0.863129, 0.5367415, 11.150366, 
261385049601, 3, -0.9661355, 0.4696675, 10.846137, 
261405160695, 3, -1.078724, 0.8433655, 11.001845, 
261425271736, 3, -1.5075185, 0.821806, 11.476154, 
261445230278, 3, -1.82612, 0.0576415, 11.672585, 
261464792049, 3, -1.7806056, -0.6610085, 11.037778, 
261484872570, 3, -1.6560395, -0.3160565, 9.99334, 
261504922622, 3, -1.5985475, 0.261259, 9.068677, 
261524484393, 3, -1.600943, 0.438526, 8.6303, 
261544595486, 3, -1.610525, 0.2684455, 8.524898, 
261564706580, 3, -1.596152, -0.1435805, 8.70456, 
261584268351, 3, -1.6512485, -0.332825, 9.075863, 
261604379445, 3, -2.0584836, -0.145976, 9.3753, 
