# Test: Fast_Running - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-11-09-06-05
# MAE: 1.35 - Noise: 1.75 - ProbabilityOfError: 0.99 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 99, 99, 2
1, 97, 99, 2
2, 98, 99, 3
3, 98, 99, 3
4, 99, 100, 3
5, 99, 102, 3
6, 99, 102, 3
7, 101, 104, 3
8, 101, 106, 3
9, 101, 107, 3
10, 103, 109, 3
11, 104, 111, 3
12, 107, 113, 3
13, 109, 115, 3
14, 111, 116, 3
15, 114, 117, 3
16, 116, 118, 3
17, 118, 120, 3
18, 120, 121, 3
19, 121, 122, 3
20, 123, 123, 3
21, 124, 125, 3
22, 125, 125, 3
23, 127, 126, 3
24, 127, 126, 3
25, 127, 126, 3
26, 127, 126, 3
27, 127, 126, 3
28, 126, 126, 3
29, 126, 126, 3
30, 125, 126, 3
31, 125, 126, 3
32, 126, 126, 3
33, 127, 126, 3
34, 126, 127, 3
35, 126, 127, 3
36, 127, 127, 3
37, 127, 127, 3
38, 127, 128, 3
39, 127, 128, 3
40, 127, 129, 3
41, 128, 129, 3
42, 128, 130, 3
43, 129, 130, 3
44, 128, 131, 3
45, 129, 131, 3
46, 130, 132, 3
47, 130, 132, 3
48, 130, 132, 3
49, 131, 133, 3
50, 132, 132, 3
51, 132, 133, 3
52, 133, 133, 3
53, 134, 133, 3
54, 135, 134, 3
55, 134, 134, 3
56, 133, 134, 3
57, 133, 134, 3
58, 133, 133, 3
59, 132, 133, 3
60, 133, 133, 3
61, 132, 132, 3
62, 132, 132, 3
63, 132, 132, 3
64, 131, 132, 3
65, 131, 132, 3
66, 131, 132, 3
67, 131, 132, 3
68, 131, 132, 3
69, 131, 131, 3
70, 131, 131, 3
71, 131, 131, 3
72, 130, 131, 3
73, 131, 131, 3
74, 130, 131, 3
75, 130, 131, 3
76, 130, 131, 3
77, 131, 132, 3
78, 131, 132, 3
79, 131, 132, 3
80, 131, 132, 3
81, 132, 132, 3
82, 132, 132, 3
83, 132, 133, 3
84, 132, 132, 3
85, 131, 132, 3
86, 131, 132, 3
87, 131, 131, 3
88, 131, 131, 3
89, 131, 131, 3
90, 131, 130, 3
91, 130, 130, 3
92, 129, 130, 3
93, 129, 130, 3
94, 129, 130, 3
95, 129, 130, 3
96, 129, 131, 3
97, 130, 130, 3
98, 130, 130, 3
99, 129, 130, 3
100, 129, 130, 3
101, 129, 129, 3
102, 129, 130, 3
103, 130, 129, 3
104, 129, 129, 3
105, 128, 129, 3
106, 128, 129, 3
107, 128, 129, 3
108, 128, 129, 3
109, 128, 129, 3
110, 128, 129, 3
111, 128, 129, 3
112, 128, 129, 3
113, 128, 128, 3
114, 128, 128, 3
115, 127, 128, 3
116, 126, 127, 3
117, 126, 127, 3
118, 126, 126, 3
119, 125, 126, 3
120, 125, 126, 3
121, 125, 125, 3
122, 124, 125, 3
123, 124, 125, 3
124, 124, 124, 3
125, 125, 125, 3
126, 125, 125, 3
127, 125, 126, 3
128, 126, 126, 3
129, 126, 127, 3
130, 126, 127, 3
131, 126, 127, 3
132, 126, 127, 3
133, 127, 127, 3
134, 127, 127, 3
135, 127, 127, 3
136, 128, 127, 3
137, 128, 128, 3
138, 127, 129, 3
139, 128, 128, 3
140, 128, 129, 3
141, 129, 129, 3
142, 129, 129, 3
143, 129, 129, 3
144, 128, 129, 3
145, 128, 129, 3
146, 128, 129, 3
147, 129, 129, 3
148, 129, 129, 3
149, 129, 129, 3
150, 128, 129, 3
151, 128, 128, 3
152, 128, 128, 3
153, 128, 128, 3
154, 128, 128, 3
155, 127, 128, 3
156, 128, 128, 3
157, 127, 128, 3
158, 126, 127, 3
159, 126, 126, 3
160, 126, 125, 3
161, 125, 125, 3
162, 125, 125, 3
163, 125, 125, 3
164, 126, 126, 3
165, 126, 126, 3
166, 126, 127, 3
167, 127, 128, 3
168, 127, 128, 3
169, 127, 128, 3
170, 127, 127, 3
171, 127, 127, 3
172, 127, 127, 3
173, 127, 127, 3
174, 126, 127, 3
175, 126, 127, 3
176, 126, 127, 3
177, 127, 128, 3
178, 127, 128, 3
179, 127, 128, 3
180, 127, 128, 3
181, 126, 127, 3
182, 126, 127, 3
183, 126, 127, 3
184, 127, 126, 3
185, 126, 127, 3
186, 126, 127, 3
187, 126, 127, 3
188, 126, 128, 3
189, 127, 128, 3
190, 128, 128, 3
191, 128, 129, 3
192, 128, 129, 3
193, 128, 129, 3
194, 127, 129, 3
195, 129, 129, 3
196, 128, 129, 3
197, 128, 130, 3
198, 129, 130, 3
199, 129, 131, 3
200, 130, 132, 3
201, 130, 133, 3
202, 131, 133, 3
203, 131, 135, 3
204, 133, 135, 3
205, 135, 137, 3
206, 137, 137, 3
207, 139, 138, 3
208, 139, 139, 3
209, 139, 139, 3
210, 139, 140, 3
211, 140, 139, 3
212, 140, 139, 3
213, 140, 139, 3
214, 139, 140, 3
215, 140, 141, 3
216, 140, 141, 3
