# Test: Weight_Lifting - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 5 minutes - Time: 2020-09-12-07-17-12
# MAE: 1.26 - Noise: 1.79 - ProbabilityOfError: 1.00 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 72, 73, 2
1, 72, 74, 3
2, 73, 75, 3
3, 73, 75, 2
4, 74, 76, 2
5, 73, 76, 2
6, 72, 76, 2
7, 71, 75, 2
8, 71, 75, 2
9, 71, 74, 2
10, 71, 73, 2
11, 70, 72, 2
12, 69, 71, 2
13, 69, 71, 2
14, 70, 71, 2
15, 71, 71, 3
16, 72, 71, 3
17, 72, 71, 3
18, 72, 71, 3
19, 70, 72, 3
20, 70, 72, 3
21, 70, 71, 3
22, 70, 71, 3
23, 70, 70, 3
24, 70, 70, 3
25, 70, 70, 3
26, 71, 70, 3
27, 71, 70, 3
28, 72, 70, 3
29, 72, 71, 3
30, 71, 71, 3
31, 71, 71, 3
32, 71, 71, 3
33, 72, 71, 2
34, 71, 70, 2
35, 71, 70, 2
36, 71, 69, 2
37, 73, 68, 2
38, 74, 68, 2
39, 73, 69, 2
40, 73, 70, 2
41, 73, 70, 3
42, 73, 71, 3
43, 74, 72, 3
44, 73, 72, 3
45, 73, 72, 3
46, 74, 72, 3
47, 74, 72, 3
48, 73, 72, 3
49, 73, 72, 3
50, 73, 72, 3
51, 73, 72, 3
52, 72, 72, 3
53, 73, 72, 3
54, 74, 71, 3
55, 75, 70, 3
56, 75, 70, 3
57, 75, 69, 3
58, 74, 69, 3
59, 73, 68, 3
60, 72, 68, 2
61, 73, 69, 2
62, 75, 69, 2
63, 74, 71, 2
64, 73, 71, 2
65, 71, 71, 2
66, 70, 71, 3
67, 69, 71, 2
68, 68, 70, 3
69, 67, 70, 2
70, 69, 69, 2
71, 69, 69, 2
72, 69, 69, 2
73, 70, 69, 2
74, 70, 70, 3
75, 71, 71, 3
76, 72, 71, 3
77, 71, 72, 3
78, 70, 72, 3
79, 70, 72, 3
80, 70, 72, 2
81, 71, 71, 2
82, 70, 70, 2
83, 70, 70, 2
84, 70, 70, 2
85, 71, 70, 2
86, 71, 71, 2
87, 71, 71, 3
88, 72, 72, 3
89, 72, 72, 3
90, 72, 72, 3
91, 72, 72, 3
92, 71, 72, 3
93, 72, 71, 3
94, 72, 71, 3
95, 72, 70, 3
96, 71, 70, 3
97, 71, 69, 3
98, 71, 69, 3
99, 70, 69, 3
100, 70, 69, 3
101, 69, 68, 3
102, 71, 68, 2
103, 71, 68, 2
104, 71, 68, 2
105, 71, 68, 2
106, 72, 68, 2
107, 72, 68, 2
108, 73, 68, 2
109, 71, 68, 2
110, 72, 68, 2
111, 71, 68, 2
112, 70, 68, 2
113, 68, 68, 2
114, 68, 68, 2
115, 68, 68, 2
116, 68, 68, 2
117, 69, 68, 3
118, 69, 69, 3
119, 69, 69, 3
120, 69, 69, 3
121, 68, 70, 2
122, 69, 70, 2
123, 67, 70, 2
124, 66, 69, 2
125, 66, 69, 2
126, 68, 68, 2
127, 69, 68, 3
128, 69, 68, 3
129, 69, 68, 3
130, 69, 68, 3
131, 69, 68, 3
132, 68, 68, 3
133, 67, 68, 3
134, 67, 68, 3
135, 66, 68, 3
136, 67, 68, 3
137, 67, 68, 3
138, 66, 68, 3
139, 67, 67, 3
140, 67, 67, 3
141, 66, 67, 3
142, 67, 67, 3
143, 67, 67, 3
144, 68, 68, 3
145, 68, 68, 3
146, 68, 68, 3
147, 69, 69, 3
148, 69, 69, 3
149, 69, 69, 3
150, 69, 69, 3
151, 69, 69, 3
152, 68, 69, 3
153, 67, 69, 3
154, 67, 69, 3
155, 67, 68, 3
156, 66, 68, 3
157, 65, 68, 3
158, 64, 68, 3
159, 64, 65, 3
160, 64, 65, 3
161, 64, 65, 3
162, 64, 65, 3
163, 64, 65, 3
164, 64, 65, 3
165, 64, 65, 3
166, 63, 65, 3
167, 63, 65, 3
168, 63, 65, 3
169, 62, 64, 3
170, 62, 64, 3
171, 63, 64, 3
172, 64, 64, 3
173, 63, 64, 3
174, 63, 64, 3
175, 63, 64, 3
176, 63, 63, 3
177, 63, 63, 3
178, 63, 63, 3
179, 62, 63, 3
180, 61, 63, 3
181, 61, 63, 3
182, 61, 63, 3
183, 61, 63, 3
184, 60, 63, 3
