# Test: Fast_Running - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-13-09-04-14
# MAE: 1.75 - Noise: 3.20 - ProbabilityOfError: 0.98 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 92, 95, 1
1, 92, 96, 1
2, 92, 96, 1
3, 91, 97, 1
4, 91, 97, 1
5, 91, 95, 1
6, 90, 95, 1
7, 88, 93, 1
8, 87, 93, 1
9, 85, 94, 1
10, 86, 96, 1
11, 86, 98, 1
12, 86, 102, 1
13, 86, 105, 1
14, 87, 108, 1
15, 88, 110, 1
16, 89, 112, 1
17, 90, 113, 1
18, 90, 114, 1
19, 89, 114, 1
20, 89, 114, 1
21, 91, 114, 1
22, 93, 115, 2
23, 93, 115, 2
24, 95, 116, 2
25, 96, 116, 2
26, 97, 116, 2
27, 99, 117, 2
28, 99, 117, 2
29, 101, 118, 2
30, 101, 118, 2
31, 104, 118, 2
32, 106, 118, 2
33, 104, 119, 2
34, 104, 119, 2
35, 109, 119, 2
36, 111, 120, 2
37, 113, 120, 2
38, 113, 121, 2
39, 114, 121, 2
40, 116, 122, 3
41, 118, 122, 3
42, 119, 123, 3
43, 121, 124, 3
44, 123, 124, 3
45, 124, 125, 3
46, 125, 125, 3
47, 124, 125, 3
48, 124, 125, 3
49, 125, 125, 3
50, 126, 125, 3
51, 126, 125, 3
52, 127, 126, 3
53, 127, 126, 3
54, 128, 127, 3
55, 128, 128, 3
56, 128, 128, 3
57, 128, 129, 3
58, 128, 129, 3
59, 129, 129, 3
60, 129, 129, 3
61, 128, 129, 3
62, 128, 129, 3
63, 129, 129, 3
64, 129, 129, 3
65, 129, 129, 3
66, 128, 129, 3
67, 128, 129, 3
68, 129, 129, 3
69, 129, 129, 3
70, 128, 129, 3
71, 129, 129, 3
72, 129, 129, 3
73, 129, 129, 3
74, 130, 129, 3
75, 130, 130, 3
76, 129, 129, 3
77, 130, 130, 3
78, 130, 130, 3
79, 130, 130, 3
80, 130, 130, 3
81, 130, 130, 3
82, 130, 131, 3
83, 131, 131, 3
84, 131, 131, 3
85, 132, 131, 3
86, 131, 131, 3
87, 130, 131, 3
88, 130, 131, 3
