# Test: Fast_Running - Fitzpatrick: Type II (White) - BMI: Normal (18.5 to 25)- Duration: 20 minutes - Time: 2020-09-12-11-34-02
# MAE: 4.64 - Noise: 6.81 - ProbabilityOfError: 0.84 - Availability: 100.0%
# mbs/icefish/icefish:9/PXE1.200905.002.DBW3.002/000098:userdebug/dev-keys
seconds, wear, bluetooth, confidence
0, 109, 111, 2
1, 108, 110, 2
2, 108, 109, 2
3, 107, 107, 2
4, 106, 106, 2
5, 104, 105, 2
6, 103, 105, 2
7, 104, 106, 2
8, 103, 108, 2
9, 102, 110, 2
10, 103, 111, 2
11, 104, 113, 2
12, 104, 113, 2
13, 104, 114, 2
14, 103, 114, 2
15, 102, 114, 2
16, 103, 113, 2
17, 103, 113, 2
18, 103, 113, 2
19, 103, 113, 2
20, 103, 113, 2
21, 103, 114, 2
22, 103, 114, 2
23, 104, 114, 2
24, 103, 114, 2
25, 102, 115, 1
26, 103, 115, 1
27, 104, 115, 1
28, 105, 114, 1
29, 107, 114, 1
30, 107, 114, 1
31, 109, 114, 1
32, 109, 114, 1
33, 109, 113, 1
34, 109, 113, 1
35, 111, 113, 1
36, 112, 113, 1
37, 110, 112, 1
38, 110, 112, 1
39, 110, 111, 2
40, 109, 109, 2
41, 109, 107, 2
42, 108, 107, 2
43, 107, 106, 2
44, 107, 106, 2
45, 106, 107, 2
46, 106, 108, 2
47, 106, 109, 2
48, 106, 109, 2
49, 106, 109, 2
50, 106, 110, 2
51, 107, 111, 2
52, 107, 112, 2
53, 108, 112, 2
54, 109, 113, 2
55, 110, 113, 2
56, 110, 114, 2
57, 110, 115, 2
58, 111, 115, 2
59, 113, 116, 1
60, 113, 118, 1
61, 113, 118, 1
62, 112, 119, 1
63, 109, 119, 1
64, 107, 119, 1
65, 109, 120, 1
66, 110, 120, 2
67, 111, 121, 2
68, 113, 122, 2
69, 114, 122, 2
70, 115, 123, 2
71, 117, 124, 2
72, 119, 124, 2
73, 120, 125, 2
74, 119, 126, 2
75, 119, 127, 2
76, 120, 127, 2
77, 119, 128, 2
78, 119, 128, 2
79, 118, 129, 2
80, 118, 129, 2
81, 118, 129, 2
82, 122, 129, 2
83, 118, 129, 2
84, 116, 129, 2
85, 116, 130, 2
86, 117, 131, 2
87, 117, 131, 2
88, 118, 131, 2
89, 116, 131, 2
90, 115, 132, 2
91, 114, 132, 2
92, 114, 132, 2
93, 115, 132, 2
94, 115, 132, 2
95, 115, 132, 2
96, 115, 132, 2
97, 116, 132, 1
98, 115, 132, 1
99, 114, 132, 1
100, 115, 132, 1
101, 120, 133, 1
102, 122, 133, 2
103, 121, 133, 2
104, 123, 133, 2
105, 123, 133, 2
106, 123, 133, 2
107, 124, 134, 2
